SID,FullAddress,Service,Company,EXID,Latitude,Longitude,GIS LAT,GIS LON
40124,"1 DRINK THE WIND PL MILES CITY, MT 59301",10MB/1MB_16000,Forsyth,34,46.02782703,-106.1374426,46.027827,-106.137443
31118,"1 DULL KNIFE DR LAME DEER, MT 59043",50MB/20MB_1900,Forsyth,31,45.62534435,-106.6665073,45.625344,-106.666507
21312,"1 ELLIS RD BROADUS, MT 59317",NO SM Qualifications,Forsyth,35,45.48993503,-104.9843129,45.490973,-104.984055
37808,"1 FALLON CIR FORSYTH, MT 59327",10MB/1MB_10000,Forsyth,25,46.27115903,-106.6482819,46.271159,-106.648282
21209,"1 FORTNER LOOP BIDDLE, MT 59314",50MB/20MB_3000,Forsyth,35,45.10025408,-105.3377713,45.100254,-105.337771
30653,"1 HIGHWAY 314 DECKER, MT 59025",NO SM Qualifications,Forsyth,5,45.01219656,-106.8644467,45.012197,-106.864447
19849,"1 HOFFMAN LP ASHLAND, MT 59003",10MB/1MB_10000,Forsyth,26,45.59418947,-106.2784556,45.594189,-106.278456
20379,"1 HORKAN CREEK RD VOLGORG, MT 59351",50MB/20MB_3000,Forsyth,26,45.74898361,-105.8193321,45.748984,-105.819332
34833,"1 INCH DEEP DR ARVADA, WY 82831",10MB/1MB_10000,Forsyth,36,44.636577,-106.124914,44.636577,-106.124914
32316,"1 LOWER PINEY RD CLEARMONT, WY 82801",10MB/1MB_16000,Forsyth,38,44.578403,-106.706054,44.578403,-106.706054
31053,"1 MEDICINELODGE LAME DEER, MT 59043",10MB/1MB_10000,Forsyth,31,45.61458246,-106.6618598,45.614582,-106.66186
30188,"1 MENNONITE ST BUSBY, MT 59016",10MB/1MB_16000,Forsyth,29,45.54031564,-106.9596613,45.540316,-106.959661
50431,"1 MESA CIR SUNDANCE, WY 82729",1000MB/1000MB_Fiber,Forsyth,78,44.423213,-104.33629,44.423213,-104.33629
30709,"1 MI N OF DECKER DECKER, MT 59025",NO SM Qualifications,Forsyth,5,45.02942845,-106.9030125,45.029428,-106.903013
21300,"1 MOUNTAIN TOP RD BOYES, MT 59316",1000MB/1000MB_Fiber,Forsyth,35,45.29256445,-105.0801,45.292542,-105.08014
49565,"1 MOUNTAIN VIEW DR SUNDANCE, WY 82729",1000MB/1000MB_Fiber,Forsyth,78,44.400878,-104.382822,44.400878,-104.382822
19837,"1 NEEDLE ROCK RD ASHLAND, MT 59003",NO SM Qualifications,Forsyth,26,45.3011295,-106.1503027,45.301086,-106.150137
20969,"1 OCONNOR RD POWDERVILLE, MT 59345",NO SM Qualifications,Forsyth,32,45.97095462,-105.7407508,45.593587,-105.044646
20432,"1 PASTURE CREEK RD OTTER, MT 59062",NO SM Qualifications,Forsyth,26,45.13764613,-106.1255649,45.137646,-106.125565
37824,"1 POPLAR PL FORSYTH, MT 59327",10MB/1MB_10000,Forsyth,25,46.27182066,-106.6466285,46.271821,-106.646629
40025,"1 RD 664 MILES CITY, MT 59301",50MB/20MB_3000,Forsyth,34,45.96049374,-105.6341358,45.960494,-105.634136
21224,"1 RUMPH RD BIDDLE, MT 59314",30MB/10MB_4000,Forsyth,35,45.09408193,-105.3420392,45.094082,-105.342039
945204,"1 S MOUNTAIN RD SUNDANCE, WY 82729",NO SM Qualifications,Forsyth,78,,,44.394226,-104.350309
21374,"1 SAGE RD BIDDLE, MT 59314",10MB/1MB_16000,Forsyth,35,45.06641801,-105.2184148,45.066418,-105.218415
59339,"1 SAINT LABRE WAY ASHLAND, MT 59003",Outside of SAI,Forsyth,26,45.60457741,-106.2770845,45.604243,-106.277558
3708,"1 SCALE RD BROADUS, MT 59317",1000MB/1000MB_Fiber,Forsyth,28,45.42209732,-105.3969282,45.422097,-105.396928
21200,"1 SCHOOL RD BIDDLE, MT 59314",1000MB/1000MB_Fiber,Forsyth,35,45.10179801,-105.3388817,45.101798,-105.338882
37845,"1 SCOBEY CIR FORSYTH, MT 59327",10MB/1MB_10000,Forsyth,25,46.27286707,-106.6475363,46.272867,-106.647536
901673,"1 SEMINOLE ST APT 214 LAME DEER, MT 59043",NO SM Qualifications,Forsyth,26,45.59330717,-106.2982156,45.593307,-106.298216
21364,"1 SKINNER GULCH LN VOLBORG, MT 59351",1000MB/1000MB_Fiber,Forsyth,35,45.46521134,-105.834007,45.465211,-105.834007
35102,"1 SR-BUFFALO CREEK RD CLEARMONT, WY 82835",NO SM Qualifications,Forsyth,37,44.781604,-106.345799,44.781604,-106.345799
36848,"1 TUMBLEWEED CT FORSYTH, MT 59327",1000MB/1000MB_Fiber,Forsyth,25,46.27185003,-106.7088674,46.273153,-106.708908
3789,"1 TURNBOUGH RD BROADUS, MT 59317",10MB/1MB_16000,Forsyth,28,45.45704446,-105.3166779,45.457044,-105.316678
3710,"1 VET LN BROADUS, MT 59317",10MB/1MB_10000,Forsyth,28,45.44742039,-105.4274427,45.44742,-105.427443
40516,"1 WALKER LN ALZADA, MT 59311",10MB/1MB_16000,Forsyth,4,45.0194,-104.4054,45.019415,-104.405395
30719,"1.25 MI NW OF DECKER DECKER, MT 59025",10MB/1MB_16000,Forsyth,5,45.03428981,-106.8799704,45.034096,-106.87986
19816,"10 10 MILE CREEK RD ASHLAND, MT 59003",10MB/1MB_16000,Forsyth,26,45.43117994,-106.1401739,45.43118,-106.140174
21412,"10 3 BAR RD BIDDLE, MT 59314",50MB/20MB_3000,Forsyth,35,45.04580628,-105.6100615,45.045806,-105.610061
39782,"10 5TH ST ROSEUBD, MT 59347",10MB/1MB_10000,Forsyth,33,46.27483296,-106.4387749,46.274833,-106.438775
20299,"10 A OTTER CREEK RD ASHLAND, MT 59003",NO SM Qualifications,Forsyth,26,45.54531497,-106.2131031,45.545315,-106.213103
20429,"10 A TRUSLER RD ASHLAND, MT 59003",NO SM Qualifications,Forsyth,26,45.55627089,-106.2180423,45.556274,-106.217903
3815,"10 ASH CREEK RD OLIVE, MT 59343",1000MB/1000MB_Fiber,Forsyth,28,45.58134347,-105.5475746,45.581343,-105.547575
20921,"10 BLM RD POWDERVILLE, MT 59345",NO SM Qualifications,Forsyth,32,45.70518676,-105.0434806,45.705187,-105.043481
945447,"10 CACTUS DR APT A COLSTRIP, MT 59323",NO SM Qualifications,Forsyth,24,,,45.87899,-106.628432
945448,"10 CACTUS DR APT B COLSTRIP, MT 59323",NO SM Qualifications,Forsyth,24,,,45.87899,-106.628432
945709,"10 CACTUS DR APT C COLSTRIP, MT 59323",NO SM Qualifications,Forsyth,24,,,45.87899,-106.628432
945711,"10 CACTUS DR APT D COLSTRIP, MT 59323",NO SM Qualifications,Forsyth,24,,,45.87899,-106.628432
945713,"10 CACTUS DR APT E COLSTRIP, MT 59323",NO SM Qualifications,Forsyth,24,,,45.87899,-106.628432
945714,"10 CACTUS DR APT F COLSTRIP, MT 59323",NO SM Qualifications,Forsyth,24,,,45.87899,-106.628432
945712,"10 CACTUS DR APT G COLSTRIP, MT 59323",NO SM Qualifications,Forsyth,24,,,45.87899,-106.628432
945710,"10 CACTUS DR APT H COLSTRIP, MT 59323",NO SM Qualifications,Forsyth,24,,,45.87899,-106.628432
945446,"10 CACTUS DR COLSTRIP, MT 59323",NO SM Qualifications,Forsyth,24,,,45.87899,-106.628432
39640,"10 CALAMITY JANE LN HATHAWAY, MT 59333",NO SM Qualifications,Forsyth,33,46.26654314,-106.2424484,46.266543,-106.242448
39118,"10 DECOCK LN HYSHAM, MT 59038",NO SM Qualifications,Forsyth,30,46.29635473,-107.173298,46.296355,-107.173298
59365,"10 DEER CREEK RD BROADUS, MT 59317",10MB/1MB_16000,Forsyth,28,45.59342548,-105.2592755,45.59338,-105.259238
20203,"10 DENNIS LN ASHLAND, MT 59003",10MB/1MB_10000,Forsyth,26,45.59454169,-106.2782956,45.594542,-106.278296
31674,"10 E EAGLEFEATHERS ST LAME DEER, MT 59043",30MB/10MB_2500,Forsyth,31,45.62485796,-106.6664551,45.624858,-106.666455
3780,"10 E POWDERVILLE RD BROADUS, MT 59317",NO SM Qualifications,Forsyth,28,45.43324685,-105.3779984,45.433247,-105.377998
3779,"10 E US HIGHWAY 212 BROADUS, MT 59317",1000MB/1000MB_Fiber,Forsyth,28,45.43429034,-105.4091308,45.43429,-105.409131
37815,"10 FALLON CIR FORSYTH, MT 59327",10MB/1MB_10000,Forsyth,25,46.2713741,-106.6474377,46.271374,-106.647438
50827,"10 FROLANDER RD A SUNDANCE, WY 82729",10MB/1MB_16000,Forsyth,78,44.395311,-104.480488,44.395311,-104.480488
50828,"10 FROLANDER RD B SUNDANCE, WY 82729",10MB/1MB_16000,Forsyth,78,44.395954,-104.479901,44.395954,-104.479901
38988,"10 GUMBO HILL RD HYSHAM, MT 59038",NO SM Qualifications,Forsyth,30,46.2587363,-107.2157,46.258736,-107.2157
20316,"10 HILLTOP ASHLAND, MT 59003",10MB/1MB_10000,Forsyth,26,45.59458939,-106.2758862,45.594589,-106.275886
39690,"10 JACKSON LN ROSEBUD, MT 59347",NO SM Qualifications,Forsyth,33,46.15485305,-106.2737718,46.154853,-106.273772
19951,"10 KOLKA RD VOLBORG, MT 59351",10MB/1MB_16000,Forsyth,26,45.66148751,-105.8968759,45.661488,-105.896876
3407,"10 LANDFILL RD BROADUS, MT 59317",10MB/1MB_10000,Forsyth,28,45.45369509,-105.3951401,45.453695,-105.39514
20154,"10 LEMONADE RUN ASHLAND, MT 59003",NO SM Qualifications,Forsyth,26,45.55007208,-105.92256,45.550072,-105.92256
49505,"10 MOUNTAIN VIEW DR SUNDANCE, WY 82729",1000MB/1000MB_Fiber,Forsyth,78,44.400636,-104.382141,44.400636,-104.382141
20198,"10 MUSKRAT LN ASHLAND, MT 59003",10MB/1MB_16000,Forsyth,26,45.59838347,-106.2685272,45.598383,-106.268527
3799,"10 N STATE HIGHWAY 59 BROADUS, MT 59317",NO SM Qualifications,Forsyth,28,45.4816862,-105.4716554,45.481686,-105.471655
19789,"10 OTTER CREEK RD ASHLAND, MT 59003",NO SM Qualifications,Forsyth,26,45.54551199,-106.2126684,45.545512,-106.212668
37828,"10 POPLAR PL FORSYTH, MT 59327",10MB/1MB_10000,Forsyth,25,46.27223595,-106.646988,46.272236,-106.646988
945987,"10 RILEY RD VOLBORG, MT 59351",NO SM Qualifications,Forsyth,32,,,45.728694,-105.592079
39025,"10 RIVER BEND RANCH LN BIG HORN, MT 59010",Outside of SAI,Forsyth,30,46.12646197,-107.4624964,46.126462,-107.462496
20940,"10 SAMUELSON RD VOLBORG, MT 59351",NO SM Qualifications,Forsyth,32,45.57548955,-105.7747414,45.575395,-105.77447
37836,"10 SCOBEY CIR FORSYTH, MT 59327",10MB/1MB_10000,Forsyth,25,46.2727169,-106.6466407,46.272717,-106.646641
21483,"10 SCOTT CREEK LN BOYES, MT 59316",50MB/20MB_3000,Forsyth,35,45.26961881,-105.0292341,45.269619,-105.029234
20896,"10 SOLDIER CREEK RD VOLBORG, MT 59351",1000MB/1000MB_Fiber,Forsyth,32,45.67750698,-105.5553596,45.677507,-105.55536
36922,"10 SORENSON LN FORSYTH, MT 59327",1000MB/1000MB_Fiber,Forsyth,25,46.29480918,-106.8735585,46.294577,-106.873639
49592,"10 STATE HIGHWAY 111 ALADDIN, WY 82710",NO SM Qualifications,Forsyth,78,44.63806,-104.191457,44.63806,-104.191457
942324,"10 SUMAC CT COLSTRIP, MT 59323",NO SM Qualifications,Forsyth,24,,,45.887328,-106.628309
50387,"10 SUNDANCE KID CIR SUNDANCE, WY 82729",1000MB/1000MB_Fiber,Forsyth,78,44.423818,-104.399636,44.423818,-104.399636
32305,"10 SUNDOWN DR SHERIDAN, WY 82801",1000MB/1000MB_Fiber,Forsyth,38,44.640322,-106.804125,44.640322,-106.804125
49986,"10 SUNNY DIVIDE RD SUNDANCE, WY 82729",10MB/1MB_16000,Forsyth,78,44.445333,-104.642996,44.445333,-104.642996
67229,"10 THREE PEAKS TRAIL SUNDANCE, WY 82729",10MB/1MB_16000,Forsyth,78,44.318791,-104.288482,44.318791,-104.288482
20357,"10 TRUSLER RD ASHLAND, MT 59003",NO SM Qualifications,Forsyth,26,45.5558774,-106.2177171,45.555877,-106.217717
21145,"10 TURRET BUTTES RD BROADUS, MT 59317",10MB/1MB_16000,Forsyth,35,45.25029348,-105.6438585,45.250337,-105.643715
20872,"10 V6 BAR RD VOLBORG, MT 59351",1000MB/1000MB_Fiber,Forsyth,32,45.75058289,-105.6325858,45.750583,-105.632586
19822,"10 W HILLTOP LN ASHLAND, MT 59003",10MB/1MB_10000,Forsyth,26,45.59371217,-106.2759351,45.593712,-106.275935
32296,"10 WAKELY RD SHERIDAN, WY 82801",50MB/20MB_3000,Forsyth,38,44.83083,-106.883396,44.83083,-106.883396
36871,"10 WINDY RIDGE RD FORSYTH, MT 59327",1000MB/1000MB_Fiber,Forsyth,25,46.30383067,-106.6979843,46.303736,-106.697289
3564,"100 3RD ST BROADUS, MT 59317",10MB/1MB_10000,Forsyth,28,45.44213575,-105.4200266,45.442136,-105.420027
21093,"100 A E US HIGHWAY 212 BROADUS, MT 59317",NO SM Qualifications,Forsyth,35,,,45.306933,-105.289274
3783,"100 AIRPORT RD BROADUS, MT 59317",1000MB/1000MB_Fiber,Forsyth,28,45.43094411,-105.4144662,45.430944,-105.414466
940379,"100 BAKING POWDER RD BROADUS, MT 59317",NO SM Qualifications,Forsyth,35,,,45.251586,-105.506067
21241,"100 BAY HORSE RD BIDDLE, MT 59314",10MB/1MB_16000,Forsyth,35,45.04276643,-105.5922639,45.042766,-105.592264
3823,"100 BEE HILL RD BROADUS, MT 59317",NO SM Qualifications,Forsyth,28,45.44875571,-105.4115302,45.448756,-105.41153
31589,"100 CIRCLE OF LIFE WAY BUSBY, MT 59016",30MB/10MB_4000,Forsyth,31,45.62201902,-106.7452569,45.622019,-106.745257
20019,"100 DRUMM AVE APT A ASHLAND, MT 59003",50MB/20MB_3000,Forsyth,26,,,45.604818,-106.27511
66764,"100 DRUMM AVE APT B ASHLAND, MT 59003",50MB/20MB_3000,Forsyth,26,,,45.604818,-106.27511
913046,"100 DRUMM AVE ASHLAND, MT 59003",50MB/20MB_3000,Forsyth,26,,,45.604818,-106.27511
32303,"100 DUTCH CREEK RD SHERIDAN, WY 82801",NO SM Qualifications,Forsyth,38,44.784077,-106.757105,44.784077,-106.757105
21151,"100 E RIVER RD BROADUS, MT 59317",1000MB/1000MB_Fiber,Forsyth,35,45.31100933,-105.560514,45.311009,-105.560514
21185,"100 E US HIGHWAY 212 BROADUS, MT 59317",NO SM Qualifications,Forsyth,35,45.30726004,-105.2899683,45.30726,-105.289968
31588,"100 HERITAGE RD LAME DEER, MT 59043",30MB/10MB_4000,Forsyth,31,45.62253177,-106.7453923,45.622532,-106.745392
38610,"100 HOLLOWELL RD HYSHAM, MT 59038",NO SM Qualifications,Forsyth,30,46.31565894,-107.1126624,46.315659,-107.112662
21253,"100 MALLEY DR BROADUS, MT 59317",10MB/1MB_10000,Forsyth,35,45.13957238,-105.1147386,45.139572,-105.114739
30258,"100 MENNONITE ST BUSBY, MT 59016",1000MB/1000MB_Fiber,Forsyth,29,45.54004352,-106.9569053,45.540044,-106.956905
21435,"100 MOORHEAD RD BROADUS, MT 59317",NO SM Qualifications,Forsyth,35,45.33855133,-105.556766,45.338551,-105.556766
20623,"100 N BIRNEY DAY SCHOOL RD BIRNEY, MT 59012",10MB/1MB_10000,Forsyth,27,45.41373471,-106.4609186,45.413735,-106.460919
910644,"100 OLD HWY 10 HYSHAM, MT 59038",10MB/1MB_10000,Forsyth,30,46.2938,-107.2057,46.29382,-107.205717
37592,"100 PROSPECT ST FORSYTH, MT 59327",10MB/1MB_10000,Forsyth,25,46.25804994,-106.687465,46.257981,-106.6873
20648,"100 ROMAN NOSE ST BIRNEY, MT 59012",30MB/10MB_2500,Forsyth,27,45.4155356,-106.4661089,45.415536,-106.466109
38964,"100 SARPY BASIN RD HYSHAM, MT 59038",NO SM Qualifications,Forsyth,30,45.80559174,-107.0832028,45.805592,-107.083203
21372,"100 SHORT RD BROADUS, MT 59317",NO SM Qualifications,Forsyth,35,45.29499457,-105.3329484,45.294995,-105.332948
19859,"100 SMITH ST ASHLAND, MT 59003",50MB/20MB_1900,Forsyth,26,45.59069201,-106.2661031,45.590562,-106.26619
50170,"100 SNOOKS RD SUNDANCE, WY 82729",10MB/1MB_16000,Forsyth,78,44.413188,-104.547813,44.413188,-104.547813
19965,"100 STACEY RD VOLBORG, MT 59351",10MB/1MB_16000,Forsyth,26,45.7425256,-105.8560977,45.742526,-105.856098
38624,"100 SUGAR RD HYSHAM, MT 59038",NO SM Qualifications,Forsyth,30,46.28611318,-107.2563804,46.286113,-107.25638
50469,"100 THALER RD SUNDANCE, WY 82729",30MB/10MB_4000,Forsyth,78,44.439468,-104.645135,44.439468,-104.645135
20405,"100 TONGUE RIVER RD ASHLAND, MT 59003",30MB/10MB_4000,Forsyth,26,45.60551829,-106.2820019,45.605518,-106.282002
39280,100|HYSM-SARPY MINE /90 ,NO SM Qualifications,Forsyth,30,,,45.805898,-107.083221
19973,"1000 BIRNEY RIVER RD LAME DEER, MT 59043",NO SM Qualifications,Forsyth,26,45.57628722,-106.3053104,45.576287,-106.30531
31816,"1000 LITTLEWOLF ST LAME DEER, MT 59043",10MB/1MB_10000,Forsyth,31,45.61247727,-106.6617672,45.612477,-106.661767
20047,"1000 TONGUE RIVER RD ASHLAND, MT 59003",50MB/20MB_3000,Forsyth,26,45.6052572,-106.2795501,45.605257,-106.27955
30262,"10007 HIGHWAY 212 CROW AGENCY, MT ",NO SM Qualifications,Forsyth,29,45.53287982,-107.2608831,45.53288,-107.260883
37293,"1001 MAIN ST FORSYTH, MT 59327",30MB/10MB_2500,Forsyth,25,46.26625838,-106.6777177,46.266262,-106.677826
50650,"1001 S 11TH ST SUNDANCE, WY 82729",1000MB/1000MB_Fiber,Forsyth,78,44.398046,-104.366038,44.398046,-104.366038
31747,"10018 CARL BEMENT MEMORIAL HWY LAME DEER, MT 59043",NO SM Qualifications,Forsyth,31,45.52449942,-106.5342201,45.524499,-106.53422
49778,"1002 E SEWELL ST SUNDANCE, WY 82729",1000MB/1000MB_Fiber,Forsyth,78,44.406054,-104.371826,44.406054,-104.371826
38976,"10028 N TULLOCK CREEK RD BIGHORN, MT 59010",NO SM Qualifications,Forsyth,30,45.91946918,-107.2669822,45.919469,-107.266982
49905,"1003 E SEWELL ST SUNDANCE, WY 82729",1000MB/1000MB_Fiber,Forsyth,78,44.406428,-104.371687,44.406428,-104.371687
50140,"1003 E WARREN ST SUNDANCE, WY 82729",1000MB/1000MB_Fiber,Forsyth,78,44.405667,-104.371773,44.405667,-104.371773
39021,"10030 N TULLOCK CREEK RD BIG HORN, MT 59010",NO SM Qualifications,Forsyth,30,45.92352473,-107.2675123,45.923525,-107.267512
50117,"1004 E MAIN ST SUNDANCE, WY 82729",1000MB/1000MB_Fiber,Forsyth,78,44.409369,-104.371513,44.409369,-104.371513
30684,"1004 LOWER PRAIRIE DOG RD A DECKER, WY 59025",NO SM Qualifications,Forsyth,7,44.96344043,-106.8436153,44.96329,-106.843016
37336,"1005 CEDAR ST FORSYTH, MT 59327",30MB/10MB_2500,Forsyth,25,46.26714811,-106.6784561,46.267148,-106.678456
50760,"1005 DOUGLAS RD A SUNDANCE, WY 82729",10MB/1MB_16000,Forsyth,78,44.266421,-104.463487,44.266421,-104.463487
50761,"1005 DOUGLAS RD B SUNDANCE, WY 82729",10MB/1MB_16000,Forsyth,78,44.266537,-104.462287,44.266537,-104.462287
31043,"1005 LITTLE WOLF ST LAME DEER, MT 59043",10MB/1MB_10000,Forsyth,31,45.61256432,-106.6612518,45.612408,-106.661205
31100,"1005 RUNSABOVE DR HOUSE LAME DEER, MT 59043",10MB/1MB_10000,Forsyth,31,45.61299907,-106.6589474,45.612999,-106.658947
31283,"1006 GHOST DANCER DR APT 42 LAME DEER, MT 59043",10MB/1MB_10000,Forsyth,31,45.6148034,-106.6777656,45.614803,-106.677766
31040,"1006 WALKSLAST ST LAME DEER, MT 59043",10MB/1MB_10000,Forsyth,31,45.61261772,-106.660372,45.612618,-106.660372
35207,"1006 WATER ST CLEARMONT, WY 82835",30MB/10MB_2500,Forsyth,37,44.637238,-106.380363,44.637238,-106.380363
39058,"10060 N TULLOCK CREEK RD BIG HORN, MT 59034",NO SM Qualifications,Forsyth,30,45.92691242,-107.2606795,45.926912,-107.26068
49745,"1007 E CLEVELAND ST SUNDANCE, WY 82729",1000MB/1000MB_Fiber,Forsyth,78,44.408805,-104.371487,44.408805,-104.371487
50504,"1008 S 11TH ST SUNDANCE, WY 82729",1000MB/1000MB_Fiber,Forsyth,78,44.397537,-104.364798,44.397537,-104.364798
38929,"1008 TULLOCK CREEK RD BIG HORN, MT 59010",10MB/1MB_16000,Forsyth,30,46.04038395,-107.3581108,46.040384,-107.358111
35206,"1008 WATER ST CLEARMONT, WY 82835",30MB/10MB_2500,Forsyth,37,44.637483,-106.380316,44.637483,-106.380316
49906,"1009 E SEWELL ST SUNDANCE, WY 82729",NO SM Qualifications,Forsyth,78,44.406369,-104.37144,44.406369,-104.37144
3553,"101 2ND ST BROADUS, MT 59317",10MB/1MB_10000,Forsyth,28,45.44186196,-105.4173367,45.441862,-105.417337
31169,"101 BOUNDARY ST APT 4 LAME DEER, MT 59043",10MB/1MB_10000,Forsyth,31,45.62018216,-106.6700064,45.620182,-106.670006
30199,"101 BRAVEWOLF ST BUSBY, MT 59016",10MB/1MB_16000,Forsyth,29,45.53882509,-106.9499928,45.538825,-106.949993
20098,"101 CAPUCHIN CT ASHLAND, MT 59003",50MB/20MB_3000,Forsyth,26,45.603005,-106.275348,45.603005,-106.275348
40465,"101 CLAY PIGEON LN CAPITOL, MT 59319",NO SM Qualifications,Forsyth,4,45.30085294,-104.1311115,45.300853,-104.131111
50884,"101 CROOKED PINE TRL FOUR CORNERS, WY 82715",50MB/20MB_3000,Forsyth,78,44.165142,-104.279582,44.165167,-104.278803
20020,"101 DRUMM AVE ASHLAND, MT 59003",50MB/20MB_3000,Forsyth,26,45.60481331,-106.2756487,45.604813,-106.275649
31423,"101 DULL KNIFE DR LAME DEER, MT 59043",10MB/1MB_10000,Forsyth,31,45.62012449,-106.6617128,45.620124,-106.661713
50261,"101 E ALDEN ST SUNDANCE, WY 82729",1000MB/1000MB_Fiber,Forsyth,78,44.400252,-104.379973,44.400252,-104.379973
50275,"101 E CLEVELAND ST SUNDANCE, WY 82729",1000MB/1000MB_Fiber,Forsyth,78,44.403995,-104.381819,44.403995,-104.381819
935696,"101 E MORRIS ST BROADUS, MT 59317",10MB/1MB_10000,Forsyth,28,,,45.447185,-105.407991
3363,"101 E NORTH ST BROADUS, MT 59317",10MB/1MB_10000,Forsyth,28,45.44599162,-105.4082524,45.445992,-105.408252
21150,"101 E RIVER RD BROADUS, MT 59317",1000MB/1000MB_Fiber,Forsyth,35,45.2966428,-105.5620356,45.296643,-105.562036
3663,"101 E WILSON ST BROADUS, MT 59317",50MB/20MB_1900,Forsyth,28,45.44483661,-105.408247,45.444837,-105.408247
38773,"101 ELLIOTT AVE TRLR HYSHAM, MT 59038",10MB/1MB_10000,Forsyth,30,46.29281149,-107.2365229,46.292811,-107.236523
