SID,FullAddress,Service,Company,EXID,Latitude,Longitude,GIS LAT,GIS LON
66652,"1 S SENECA AVE APT 2 NEWCASTLE, WY 82701",10MB/1MB_10000,Worland,17,,,43.854582,-104.203956
65839,"1 S SENECA AVE APT 3 NEWCASTLE, WY 82701",10MB/1MB_10000,Worland,17,,,43.854582,-104.203956
65842,"1 S SENECA AVE APT 4 NEWCASTLE, WY 82701",10MB/1MB_10000,Worland,17,,,43.854582,-104.203956
65844,"1 S SENECA AVE APT 5 NEWCASTLE, WY 82701",10MB/1MB_10000,Worland,17,,,43.854582,-104.203956
65847,"1 S SENECA AVE APT 6 NEWCASTLE, WY 82701",10MB/1MB_10000,Worland,17,,,43.854582,-104.203956
939676,"1 S SENECA AVE APT A NEWCASTLE, WY 82701",10MB/1MB_10000,Worland,17,,,43.854582,-104.203956
944540,"1 S SENECA AVE APT B NEWCASTLE, WY 82701",10MB/1MB_10000,Worland,17,,,43.854582,-104.203956
944541,"1 S SENECA AVE APT C NEWCASTLE, WY 82701",10MB/1MB_10000,Worland,17,,,43.854582,-104.203956
904569,"1 S SENECA AVE NEWCASTLE, WY 82701",10MB/1MB_10000,Worland,17,,,43.854582,-104.203956
29164,"1 S SENECA AVE STE A NEWCASTLE, WY 82701",10MB/1MB_10000,Worland,17,,,43.854582,-104.203956
939691,"1 S SENECA AVE STE B NEWCASTLE, WY 82701",10MB/1MB_10000,Worland,17,,,43.854392,-104.204147
939679,"1 S SENECA AVE STE C NEWCASTLE, WY 82701",10MB/1MB_10000,Worland,17,,,43.854348,-104.204261
28025,"1 S SENECA AVE STE F NEWCASTLE, WY 82701",10MB/1MB_10000,Worland,17,,,43.854582,-104.203956
24988,"1 SHARPTAIL PL HULETT, WY 82720",50MB/20MB_3000,Worland,12,44.680177,-104.600744,44.680177,-104.600744
28737,"1 SKYVIEW CIRCLE DR NEWCASTLE, WY 82701",1000MB/1000MB_Fiber,Worland,17,43.839617,-104.16707,43.839617,-104.16707
18070,"1 SOMERS DR MOORCROFT, WY 82721",10MB/1MB_10000,Worland,16,44.25691,-104.955004,44.25691,-104.955004
24986,"1 STATE HIGHWAY 112 HULETT, WY 82720",NO SM Qualifications,Worland,12,44.67822,-104.602686,44.67822,-104.602686
944266,"1 STATEVIEW RD NEWCASTLE, WY 82701",NO SM Qualifications,Worland,17,,,43.759065,-104.059734
25771,"1 TEACHERS ROW MIDWEST, WY 82643",10 MB/1 MB_6200,Worland,15,43.409854,-106.272414,43.409854,-106.272414
27712,"1 W MAIN ST NEWCASTLE, WY 82701",1000MB/1000MB_Fiber,Worland,17,43.855897,-104.202571,43.855897,-104.202571
6852,"1 WALLEYE WY SHOSHONI, WY 82469",NO SM Qualifications,Worland,20,43.394559,-108.162619,43.394559,-108.162619
18117,"1 WARBONNET RD MOORCROFT, WY 82721",10MB/1MB_10000,Worland,16,44.250159,-104.931644,44.250159,-104.931644
28139,"10 ANTELOPE RUN NEWCASTLE, WY 82701",1000MB/1000MB_Fiber,Worland,17,43.860832,-104.179698,43.860832,-104.179698
28814,"10 BIG RED RD NEWCASTLE, WY 82701",1000MB/1000MB_Fiber,Worland,17,43.819298,-104.141374,43.819298,-104.141374
26973,"10 BRIDLE BIT RD NEWCASTLE, WY 82701",50MB/20MB_3000,Worland,17,43.892167,-104.190427,43.892167,-104.190427
17410,"10 CARLSON DR MOORCROFT, WY 82721",10MB/1MB_16000,Worland,16,44.305467,-105.031838,44.305467,-105.031838
17162,"10 CEDAR ST PINE HAVEN, WY 82721",10MB/1MB_10000,Worland,16,44.364059,-104.809072,44.364059,-104.809072
16995,"10 CODY RD DEVILS TOWER, WY 82714",10MB/1MB_16000,Worland,16,44.5243,-104.675375,44.5243,-104.675375
17459,"10 DARBI AVE MOORCROFT, WY 82721",NO SM Qualifications,Worland,16,44.307549,-104.929517,44.307549,-104.929517
28838,"10 DARWIN ST NEWCASTLE, WY 82701",30MB/10MB_4000,Worland,17,43.828206,-104.162138,43.828206,-104.162138
17106,"10 DEER DR PINE HAVEN, WY 82721",10MB/1MB_10000,Worland,16,44.352997,-104.804492,44.352997,-104.804492
29225,"10 DELORES AVE NEWCASTLE, WY 82701",NO SM Qualifications,Worland,17,43.827335,-104.160126,43.827335,-104.160126
29226,"10 DELORES AVE SPC A NEWCASTLE, WY 82701",NO SM Qualifications,Worland,17,43.827577,-104.160166,43.827577,-104.160166
28795,"10 DEXTER DR NEWCASTLE, WY 82701",NO SM Qualifications,Worland,17,43.824806,-104.160771,43.824806,-104.160771
28898,"10 DICK DR NEWCASTLE, WY ",30MB/10MB_4000,Worland,17,43.8286,-104.164,43.8286,-104.164
17005,"10 DOUBLETREE DR MOORCROFT, WY 82721",NO SM Qualifications,Worland,16,44.470027,-104.8035,44.470027,-104.8035
17150,"10 E PINE ST PINE HAVEN, WY 82721",10MB/1MB_10000,Worland,16,44.363841,-104.806062,44.363841,-104.806062
28099,"10 E WENTWORTH ST NEWCASTLE, WY 82701",30 MB/10 MB_1600,Worland,17,43.854106,-104.200122,43.854106,-104.200122
27541,"10 FAIRGROUNDS RD NEWCASTLE, WY 82701",NO SM Qualifications,Worland,17,43.846437,-104.216542,43.846437,-104.216542
28182,"10 FOUNTAIN PLAZA RD NEWCASTLE, WY 82701",1000MB/1000MB_Fiber,Worland,17,43.851909,-104.181096,43.851909,-104.181096
6943,"10 FREMONT LYSITE, WY 82642",50MB/20MB_3000,Worland,20,43.267385,-107.690663,43.267385,-107.690663
17467,"10 HAPPY CABIN RD MOORCROFT, WY 82721",50MB/20MB_3000,Worland,16,44.332638,-104.741165,44.332638,-104.741165
28829,"10 HAPPY FACE DR NEWCASTLE, WY ",10MB/1MB_16000,Worland,17,43.82438,-104.16284,43.82438,-104.16284
63226,"10 JENNER BLVD JEFFREY CITY, WY 82310",50MB/20MB_Wireless,Worland,13,,,42.493321,-107.826537
18603,"10 KARA CIR SUNDANCE, WY 82729",1000MB/1000MB_Fiber,Worland,22,44.254981,-104.52994,44.255249,-104.531814
28115,"10 KIOWA CIR NEWCASTLE, WY 82701",1000MB/1000MB_Fiber,Worland,17,43.860195,-104.184858,43.860195,-104.184858
17188,"10 LAKECOURT DR PINE HAVEN, WY 82721",10MB/1MB_10000,Worland,16,44.355322,-104.816035,44.355322,-104.816035
25066,"10 LAME JONES RD ALVA, WY 82711",30MB/10MB_4000,Worland,12,44.693056,-104.439885,44.693056,-104.439885
18091,"10 LUCIAN LN MOORCROFT, WY 82721",10MB/1MB_10000,Worland,16,44.255301,-104.940568,44.255301,-104.940568
28900,"10 MOORE LN NEWCASTLE, WY 82701",50MB/20MB_3000,Worland,17,43.830044,-104.153417,43.830044,-104.153417
7264,"10 MUSKRAT RD SHOSHONI, WY 82649",NO SM Qualifications,Worland,20,43.233154,-108.105924,43.233154,-108.105924
28688,"10 NAVAJO ST NEWCASTLE, WY 82701",NO SM Qualifications,Worland,17,43.834225,-104.219272,43.834225,-104.219272
25729,"10 NAVY ROW MIDWEST, WY 82643",10 MB/1 MB_6200,Worland,15,43.413881,-106.276809,43.413881,-106.276809
17026,"10 OX YOKE TRL MOORCROFT, WY 82721",NO SM Qualifications,Worland,16,44.472481,-104.799613,44.472481,-104.799613
5335,"10 PAINTBRUSH LOT 160 PINE BLUFFS, WY 82082",NO SM Qualifications,Worland,19,41.183117,-104.055324,41.183117,-104.055324
5334,"10 PAINTBRUSH LOT 165 PINE BLUFFS, WY 82082",NO SM Qualifications,Worland,19,41.182957,-104.055379,41.182957,-104.055379
5336,"10 PAINTBRUSH LOT 215 PINE BLUFFS, WY 82082",NO SM Qualifications,Worland,19,41.182926,-104.054997,41.182926,-104.054997
5337,"10 PAINTBRUSH LOT 220 PINE BLUFFS, WY 82082",NO SM Qualifications,Worland,19,41.183122,-104.055103,41.183122,-104.055103
5322,"10 PAINTBRUSH LOT 25 PINE BLUFFS, WY 82082",NO SM Qualifications,Worland,19,41.182901,-104.057197,41.182901,-104.057197
5341,"10 PAINTBRUSH LOT 27 PINE BLUFFS, WY 82082",NO SM Qualifications,Worland,19,41.183625,-104.055603,41.183625,-104.055603
5340,"10 PAINTBRUSH LOT 31 PINE BLUFFS, WY 82082",NO SM Qualifications,Worland,19,41.183616,-104.055262,41.183616,-104.055262
5339,"10 PAINTBRUSH LOT 39 PINE BLUFFS, WY 82082",NO SM Qualifications,Worland,19,41.183417,-104.055439,41.183417,-104.055439
5338,"10 PAINTBRUSH LOT 44 PINE BLUFFS, WY 82082",NO SM Qualifications,Worland,19,41.183399,-104.055326,41.183399,-104.055326
28692,"10 PAINTED HILLS RD S NEWCASTLE, WY 82701",NO SM Qualifications,Worland,17,43.833707,-104.223316,43.833707,-104.223316
26911,"10 PINE TREE RD NEWCASTLE, WY 82701",10MB/1MB_16000,Worland,17,43.910588,-104.183259,43.910588,-104.183259
28713,"10 PONCA ST NEWCASTLE, WY 82701",10MB/1MB_10000,Worland,17,43.830532,-104.231264,43.830532,-104.231264
28193,"10 RANCH MARKET RD NEWCASTLE, WY 82701",1000MB/1000MB_Fiber,Worland,17,43.850341,-104.178778,43.850341,-104.178778
18001,"10 RUSH CREEK RD LOT 1 MOORCROFT, WY 82721",10MB/1MB_10000,Worland,16,44.259746,-104.950145,44.25986,-104.950299
940627,"10 RUSH CREEK RD LOT 10 MOORCROFT, WY 82721",10MB/1MB_10000,Worland,16,,,44.258652,-104.948577
17990,"10 RUSH CREEK RD LOT 4 MOORCROFT, WY 82721",10MB/1MB_10000,Worland,16,44.25945,-104.949757,44.25945,-104.949757
17991,"10 RUSH CREEK RD LOT 5 MOORCROFT, WY 82721",10MB/1MB_10000,Worland,16,44.259333,-104.949503,44.259333,-104.949503
17992,"10 RUSH CREEK RD LOT 6 MOORCROFT, WY 82721",10MB/1MB_10000,Worland,16,44.259192,-104.949375,44.259192,-104.949375
17993,"10 RUSH CREEK RD LOT 7 MOORCROFT, WY 82721",10MB/1MB_10000,Worland,16,44.259053,-104.949191,44.259053,-104.949191
66998,"10 RUSH CREEK RD LOT 8 MOORCROFT, WY 82721",10MB/1MB_10000,Worland,16,44.258945,-104.948978,44.258945,-104.948978
17994,"10 RUSH CREEK RD LOT 9 MOORCROFT, WY 82721",10MB/1MB_10000,Worland,16,44.258823,-104.94882,44.258823,-104.94882
28755,"10 SKY HAVEN DR NEWCASTLE, WY 82701",1000MB/1000MB_Fiber,Worland,17,43.844885,-104.168033,43.844885,-104.168033
28807,"10 SKYVIEW DR NEWCASTLE, WY 82701",NO SM Qualifications,Worland,17,43.824837,-104.152058,43.824837,-104.152058
17160,"10 SPRUCE ST PINE HAVEN, WY 82721",10MB/1MB_10000,Worland,16,44.362921,-104.809144,44.362921,-104.809144
27914,"10 STAMPEDE ST NEWCASTLE, WY 82701",NO SM Qualifications,Worland,17,43.850025,-104.211266,43.850025,-104.211266
18204,"10 SUNRISE CT PINE HAVEN, WY ",10MB/1MB_10000,Worland,16,44.349369,-104.816071,44.349369,-104.816071
62298,"10 UTE ST NEWCASTLE, WY 82701",NO SM Qualifications,Worland,17,,,43.829844,-104.221468
27954,"10 W HILL ST NEWCASTLE, WY 82701",10MB/1MB_10000,Worland,17,43.85088,-104.198855,43.85088,-104.198855
27713,"10 W WARWICK ST NEWCASTLE, WY 82701",1000MB/1000MB_Fiber,Worland,17,43.856387,-104.202997,43.856387,-104.202997
28088,"10 W WINTHROP ST NEWCASTLE, WY 82701",NO SM Qualifications,Worland,17,43.852726,-104.200121,43.852726,-104.200121
17345,"10 WACO TRL MOORCROFT, WY 82721",10MB/1MB_16000,Worland,16,44.368394,-104.639497,44.368394,-104.639497
6861,"10 WALLEYE WY SHOSHONI, WY 82649",NO SM Qualifications,Worland,20,43.39389,-108.162865,43.39389,-108.162865
17138,"10 WATERS DR PINE HAVEN, WY 82721",50MB/20MB_1900,Worland,16,44.356357,-104.810732,44.356357,-104.810732
26995,"10 WHITETAIL RUN NEWCASTLE, WY 82701",1000MB/1000MB_Fiber,Worland,17,43.861682,-104.183698,43.861682,-104.183698
901513,"10 YELLOW BRICK SHOSHONI, WY 82649",NO SM Qualifications,Worland,20,43.228839,-108.137882,43.228839,-108.137882
901510,"100 A S NELSON ST KIRBY, WY 82430",10MB/1MB_16000,Worland,21,43.804954,-108.176753,43.804954,-108.176753
6898,"100 ARAPAHOE BONNEVILLE, WY 82649",NO SM Qualifications,Worland,20,43.268896,-108.068782,43.268835,-108.069204
945588,"100 BLACK HAWK WAY NEWCASTLE, WY 82701",NO SM Qualifications,Worland,17,,,43.761607,-104.062686
912417,"100 BOYD RD FOUR CORNERS, WY 82715",10MB/1MB_16000,Worland,17,,,44.081807,-104.118689
9489,"100 BROADWAY ST THERMOPOLIS, WY 82443",NO SM Qualifications,Worland,21,43.646426,-108.203578,43.646426,-108.203578
51049,"100 BUTLER AVE PINE BLUFFS, WY 82082",1000MB/1000MB_Fiber,Worland,19,41.18347,-104.058469,41.183598,-104.058776
29491,"100 CARBON TRAIL NEWCASTLE, WY 82701",NO SM Qualifications,Worland,17,43.658194,-105.028125,43.659472,-105.021652
9223,"100 CIRCLE DR THERMOPOLIS, WY 82443",1000MB/1000MB_Fiber,Worland,21,43.639014,-108.220926,43.639014,-108.220926
13703,"100 COUNTRY DR WORLAND, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.017304,-107.932018,44.017304,-107.932018
12564,"100 CULBERTSON AVE WORLAND, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.014568,-107.967773,44.014568,-107.967773
18125,"100 DEADWOOD STAGE RD MOORCROFT, WY 82721",NO SM Qualifications,Worland,16,44.289114,-104.738308,44.289114,-104.738308
5351,"100 E 8TH ST PINE BLUFFS, WY 82082",1000MB/1000MB_Fiber,Worland,19,41.176491,-104.06829,41.176491,-104.06829
17777,"100 E CAMPBELL ST MOORCROFT, WY 82721",50 MB/20 MB_1200,Worland,16,44.266685,-104.951359,44.266685,-104.951359
17773,"100 E CROOK ST MOORCROFT, WY 82721",50 MB/20 MB_1200,Worland,16,44.26566,-104.951331,44.26566,-104.951331
17950,"100 E RAILROAD AVE MOORCROFT, WY 82721",10MB/1MB_10000,Worland,16,44.259372,-104.947753,44.259372,-104.947753
17761,"100 E WESTON ST MOORCROFT, WY 82721",50 MB/20 MB_1200,Worland,16,44.264694,-104.951335,44.264694,-104.951335
25243,"100 FAWN RIDGE RD HULETT, WY 82720",50MB/10MB_Wireless,Worland,12,44.682181,-104.590002,44.682181,-104.590002
9913,"100 HOT SPRINGS BLVD THERMOPOLIS, WY 82443",1000MB/1000MB_Fiber,Worland,21,43.644616,-108.201136,43.644616,-108.201136
28675,"100 KENWOOD DR NEWCASTLE, WY 82701",10MB/1MB_10000,Worland,17,43.832903,-104.234315,43.832903,-104.234315
9128,"100 MOUNTAIN VIEW DR THERMOPOLIS, WY 82443",1000MB/1000MB_Fiber,Worland,21,43.640264,-108.227996,43.640264,-108.227996
24671,"100 MULE CREEK RD HULETT, WY 82720",50MB/20MB_6000,Worland,12,44.746058,-104.845521,44.746058,-104.845521
15284,"100 N 10TH ST WORLAND, WY 82401",NO SM Qualifications,Worland,23,44.017554,-107.955364,44.017554,-107.955364
12688,"100 N 4TH ST WORLAND, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.0173,-107.963081,44.0173,-107.963081
17894,"100 N BELLE FOURCHE AVE MOORCROFT, WY 82721",50 MB/20 MB_1200,Worland,16,44.263667,-104.949059,44.263667,-104.949059
5203,"100 N MAIN ST PINE BLUFFS, WY 82082",1000MB/1000MB_Fiber,Worland,19,41.185806,-104.068578,41.185806,-104.068578
13383,"100 N ROAD 11 WORLAND, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.019852,-107.926949,44.019852,-107.926949
15111,"100 PA GARI DR WASHAKIE, WY 82401",1000MB/1000MB_Fiber,Worland,23,43.979242,-107.951034,43.979242,-107.951034
16168,"100 PARK AVE KAYCEE, WY 82639",50MB/20MB_1900,Worland,14,43.714284,-106.640351,43.714284,-106.640351
8254,"100 POWERLINE RD THERMOPOLIS, WY 82443",1000MB/1000MB_Fiber,Worland,21,43.650023,-108.226684,43.650023,-108.226684
26657,"100 QUARRY RD FOUR CORNERS, WY 82715",10MB/1MB_16000,Worland,17,44.145615,-104.114184,44.145615,-104.114184
945292,"100 RED CANYON RD THERMOPOLIS, WY 82443",NO SM Qualifications,Worland,21,,,43.648228,-108.264473
945285,"100 RIVERSIDE DR THERMOPOLIS, WY 82443",1000MB/1000MB_Fiber,Worland,21,,,43.646751,-108.202017
11983,"100 ROCKY RD WASHAKIE, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.03303,-107.950243,44.033098,-107.950514
12803,"100 S 15TH ST WORLAND, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.016601,-107.948714,44.016601,-107.948714
12573,"100 S 1ST AVE WORLAND, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.014575,-107.968972,44.014575,-107.968972
13532,"100 S 20TH ST WORLAND, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.016341,-107.944315,44.016393,-107.943981
12690,"100 S 2ND ST STE A WORLAND, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.016384,-107.966992,44.016384,-107.966992
12691,"100 S 2ND ST STE B WORLAND, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.016384,-107.966992,44.016384,-107.966992
12692,"100 S 2ND ST STE C WORLAND, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.016384,-107.966992,44.016384,-107.966992
12625,"100 S 2ND ST WORLAND, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.016384,-107.966992,44.016384,-107.966992
12597,"100 S 3RD ST WORLAND, WY 82401",NO SM Qualifications,Worland,23,44.016485,-107.965414,44.016485,-107.965414
17937,"100 S BELLE FOURCHE AVE MOORCROFT, WY 82721",30 MB/10 MB_1600,Worland,16,44.263362,-104.94909,44.263362,-104.94909
17872,"100 S CHEYENNE AVE MOORCROFT, WY 82721",10MB/1MB_10000,Worland,16,44.263359,-104.953539,44.263359,-104.953539
10463,"100 S NELSON ST KIRBY, WY 82430",50MB/10MB_Wireless,Worland,21,43.805446,-108.177114,43.805446,-108.177114
29380,"100 S RAILWAY AVE DUP-1 NEWCASTLE, WY 82701",NO SM Qualifications,Worland,17,43.851871,-104.205741,43.851871,-104.205741
29394,"100 S RAILWAY AVE DUP-2 NEWCASTLE, WY 82701",10MB/1MB_10000,Worland,17,43.853055,-104.205163,43.853055,-104.205163
13730,"100 S ROAD 11 WORLAND, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.018711,-107.92711,44.018711,-107.92711
17929,"100 S YELLOWSTONE AVE MOORCROFT, WY 82721",50 MB/20 MB_1200,Worland,16,44.263318,-104.950513,44.263318,-104.950513
29720,"100 SEELEY RD OSAGE, WY 82723",NO SM Qualifications,Worland,17,43.995931,-104.362806,43.995931,-104.362806
28424,"100 SHERIDAN ST NEWCASTLE, WY 82701",NO SM Qualifications,Worland,17,43.845136,-104.197509,43.845136,-104.197509
27994,"100 SKYLINE DR NEWCASTLE, WY 82701",NO SM Qualifications,Worland,17,43.854508,-104.195977,43.854508,-104.195977
9108,"100 SUSAN KAY AVE THERMOPOLIS, WY 82443",1000MB/1000MB_Fiber,Worland,21,43.639936,-108.225461,43.639936,-108.225461
16102,"100 SUSSEX RD KAYCEE, WY 82639",1000MB/1000MB_Fiber,Worland,14,43.712777,-106.615158,43.712777,-106.615158
15084,"100 TA BI DR WASHAKIE, WY 82401",1000MB/1000MB_Fiber,Worland,23,43.980193,-107.952676,43.980193,-107.952676
17012,"100 THORN DIVIDE RD MOORCROFT, WY 82721",NO SM Qualifications,Worland,16,44.458593,-104.788936,44.458593,-104.788936
24517,"100 TOWER RD DEVILS TOWER, WY 82714",NO SM Qualifications,Worland,12,44.532381,-104.657601,44.532381,-104.657601
63433,"100 WALNUT AVE FUEL PINE BLUFFS, WY 82082",1000MB/1000MB_Fiber,Worland,19,41.183326,-104.061495,41.183326,-104.061495
5315,"100 WALNUT AVE PINE BLUFFS, WY 82082",1000MB/1000MB_Fiber,Worland,19,41.183511,-104.060424,41.183511,-104.060424
6795,"100 WYOMING ST SHOSHONI, WY 82649",10 MB/1 MB_6200,Worland,20,43.23589,-108.109349,43.236069,-108.109612
11841,"1000 A N HIGHWAY 20 WASHAKIE, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.037454,-107.954935,44.037454,-107.954935
12964,"1000 COBURN AVE WORLAND, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.01555,-107.955601,44.01555,-107.955601
62616,"1000 COUNTY ROAD 164 PINE BLUFFS, WY 82082",1000MB/1000MB_Fiber,Worland,19,,,41.171945,-104.061473
12906,"1000 CULBERTSON AVE WORLAND, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.014526,-107.955586,44.014526,-107.955586
14198,"1000 HOWELL AVE WORLAND, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.011363,-107.955106,44.011363,-107.955106
6849,"1000 LYSITE CREEK RD LYSITE, WY 82642",NO SM Qualifications,Worland,20,43.420782,-107.662164,43.420782,-107.662164
11826,"1000 N HIGHWAY 20 WASHAKIE, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.037336,-107.950413,44.037336,-107.950413
12019,"1000 N HILLCREST DR WASHAKIE, WY 82401",NO SM Qualifications,Worland,23,44.026861,-107.930441,44.026861,-107.930441
12052,"1000 N ROAD 11 WASHAKIE, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.036568,-107.928267,44.036568,-107.928267
7815,"1000 N U S HWY 20 KIRBY, WY 82430",NO SM Qualifications,Worland,21,43.777573,-108.167431,43.777573,-108.167431
11801,"1000 PHEASANT TRL WASHAKIE, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.036904,-107.925106,44.036904,-107.925106
24781,"1000 RIVERSIDE AVE HULETT, WY 82720",30MB/10MB_4000,Worland,12,44.691385,-104.604562,44.691385,-104.604562
18142,"1000 SHIPWHEEL RD MOORCROFT, WY 82721",NO SM Qualifications,Worland,16,44.179964,-105.081184,44.179964,-105.081184
7876,"1000 SKELTON RD THERMOPOLIS, WY 82443",10MB/1MB_16000,Worland,21,43.751923,-108.146691,43.751923,-108.146691
14494,"1000 WILSON DR WASHAKIE, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.007801,-107.940372,44.007801,-107.940372
27153,"1000 WOOD ST NEWCASTLE, WY 82701",1000MB/1000MB_Fiber,Worland,17,43.857324,-104.218064,43.857324,-104.218064
29001,"10001 ELK MOUNTAIN RD EDGEMONT, SD 57735",10MB/1MB_16000,Worland,17,43.724246,-104.041157,43.724246,-104.041157
945329,"1001 1/2 BIG HORN AVE WORLAND, WY 82401",NO SM Qualifications,Worland,23,,,44.017222,-107.955368
19244,"1001 2ND ST UPTON, WY 82730",10MB/1MB_10000,Worland,22,44.098255,-104.624168,44.098255,-104.624168
8720,"1001 ARAPAHOE ST THERMOPOLIS, WY 82443",1000MB/1000MB_Fiber,Worland,21,43.647041,-108.219449,43.647041,-108.219449
12728,"1001 BIG HORN AVE WORLAND, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.01726,-107.955241,44.01726,-107.955241
12898,"1001 COBURN AVE WORLAND, WY 82401",1000MB/1000MB_Fiber,Worland,23,44.016012,-107.955552,44.016012,-107.955552
18178,"1001 CONVERSE ST MOORCROFT, WY 82721",NO SM Qualifications,Worland,16,44.275972,-104.970237,44.275972,-104.970237
