FullAddress,SID,PID,EXID,Service,Latitude,Longitude,Company,_overlaps
1155 OIL CITY RD OSAGE WY 82723,903114,,17,Outside of SAI,43.974193721000800,-104.48784184533400,Worland,
1718 BUFFALO CREEK RD MOORCROFT WY 82721,947047,,22,Outside of SAI,44.17746797736160,-104.85216761175800,Worland,
1689 LUPIN RD UPTON WY 82730,946754,,22,Outside of SAI,44.0385053411274,-104.52173236724100,Worland,
1453 LUPIN RD UPTON WY 82730,946216,,22,Outside of SAI,44.037044875135500,-104.51999437701500,Worland,
1325 LUPIN RD UPTON WY 82730,942478,,22,Outside of SAI,44.03754290719740,-104.52069096952100,Worland,
1307 LUPIN RD UPTON WY 82730,946584,,22,Outside of SAI,44.04116324091240,-104.52165956194700,Worland,
457 LUPIN RD UPTON WY 82730,946264,,22,Outside of SAI,44.04521727070810,-104.53928575364400,Worland,
8 STELLA LN MOORCROFT WY 82721,946031,,22,Outside of SAI,44.26136603530760,-104.70083371803600,Worland,
188  KARA CIR SUNDANCE WY 82729,945972,,22,Outside of SAI,44.26775816024280,-104.54610732763200,Worland,
919 PENNYCRESS LN UPTON WY 82730,945875,,22,Outside of SAI,44.041062945732500,-104.52916579045400,Worland,
920 PENNYCRESS LN UPTON WY 82730,945349,,22,Outside of SAI,44.04148359971590,-104.5294611734960,Worland,
215 KARA CIR SUNDANCE WY 82729,18609,,22,Outside of SAI,44.266338456821000,-104.55029014097300,Worland,
1329 WAGNER RD MOORCROFT WY 82721,945654,,22,Outside of SAI,44.18648598931220,-104.67642108179600,Worland,
1330 WAGNER RD MOORCROFT WY 82721,945653,,22,Outside of SAI,44.18505579933160,-104.67811236054000,Worland,
1332 WAGNER RD MOORCROFT WY 82721,945652,,22,Outside of SAI,44.18438066816960,-104.67998881498900,Worland,
1334 WAGNER RD MOORCROFT WY 82721,945651,,22,Outside of SAI,44.18325247679310,-104.6743100568500,Worland,
1336 WAGNER RD MOORCROFT WY 82721,945650,,22,Outside of SAI,44.183199179753900,-104.6712237859680,Worland,
1338 WAGNER RD MOORCROFT WY 82721,945649,,22,Outside of SAI,44.18311922425250,-104.66990285863500,Worland,
707 ARCH CREEK RD UPTON WY 82730,945634,,22,Outside of SAI,44.25678744809560,-104.57930990933500,Worland,
670 ARCH CREEK RD UPTON WY 82730,945633,,22,Outside of SAI,44.25210612681220,-104.57719721416600,Worland,
48 HOLLY AVE MOORCROFT WY 82721,944545,,22,Outside of SAI,44.26312002238050,-104.70379995191000,Worland,
76 HOLLY AVE MOORCROFT WY 82721,944288,,22,Outside of SAI,44.25947616206290,-104.69370895750600,Worland,
74 HOLLY AVE MOORCROFT WY 82721,944287,,22,Outside of SAI,44.259258469702900,-104.69644949223200,Worland,
109 MESQUITE TRL UPTON WY 82730,944153,,22,Outside of SAI,44.17095653987110,-104.65656388290600,Worland,
1284 UPTON FAIRVIEW RD UPTON WY 82730,19373,,22,Outside of SAI,43.874905536880600,-104.60521304161200,Worland,
60 OLIVER RD UPTON WY 82730,19412,,22,Outside of SAI,44.030157600186200,-104.54231646907700,Worland,
638 WAGNER RD MOORCROFT WY 82730,19411,,22,Outside of SAI,44.197122243728,-104.72516695023300,Worland,
24 CEDAR PL MOORCROFT WY 82721,18612,,22,Outside of SAI,44.25974830096830,-104.5454895094130,Worland,
176 KARA CIR SUNDANCE WY 82729,18611,,22,Outside of SAI,44.266107332179300,-104.54403173331800,Worland,
196 KARA CIR SUNDANCE WY 82729,18610,,22,Outside of SAI,44.26953782672040,-104.54848301446800,Worland,
320 KARA CIR SUNDANCE WY 82729,18608,,22,Outside of SAI,44.258065584595600,-104.56483904265800,Worland,
365 KARA CIR SUNDANCE WY 82729,18607,,22,Outside of SAI,44.25708382350580,-104.54963179931100,Worland,
1423 COWBOY MINE RD THERMOPOLIS WY 82443,945495,,21,Outside of SAI,43.790215126183600,-108.15684125997200,Worland,
351 OWL CREEK QUARRY RD THERMOPOLIS WY 82443,63640,,21,Outside of SAI,43.62462762559100,-108.24860073681200,Worland,
231 OWL CREEK QUARRY RD THERMOPOLIS WY 82443,63641,,21,Outside of SAI,43.625132277922000,-108.23472857662200,Worland,
221 OWL CREEK QUARRY RD THERMOPOLIS WY 82443,946178,,21,Outside of SAI,43.62817585442890,-108.23351290071800,Worland,
1173 HWY 20 S THERMOPOLIS WY 82443,946137,,21,Outside of SAI,43.50754063790510,-108.16806335128400,Worland,
365 HIGHWAY 20 S THERMOPOLIS WY 82443,10309,,21,Outside of SAI,43.60029069163290,-108.21169431243300,Worland,
208 CARTER RANCH RD THERMOPOLIS WY 82433,10259,,21,Outside of SAI,43.628954385538000,-108.20510577562200,Worland,
Null,41328,,,Outside of SAI,40.725678465824100,-110.8404468732780,,
Null,41327,,,Outside of SAI,40.725752914222300,-110.84044920063800,,
Null,41326,,,Outside of SAI,40.72589974854800,-110.84045380059700,,
Null,41325,,,Outside of SAI,40.72582530031530,-110.84045147323700,,
Null,41324,,,Outside of SAI,40.72620372726860,-110.84046332908200,,
Null,41323,,,Outside of SAI,40.7261213221565,-110.84046072791500,,
Null,41322,,,Outside of SAI,40.72604764490020,-110.84045842793600,,
Null,41321,,,Outside of SAI,40.72597457164530,-110.84045615533700,,
111 LOOP RD DEVILS TOWER WY 82714,946915,,78,Outside of SAI,44.51342509202370,-104.57384907422400,Forsyth,
167 HOMESTEAD LP HULETT WY 82720,945809,,12,Outside of SAI,44.71305420830280,-104.77496267702800,Worland,
999 BEARLODGE RANCH RD DEVILS TOWER WY 82714,945807,,78,Outside of SAI,44.50434791168650,-104.55849071676900,Forsyth,
18 GOLD RUSH TRL SUNDANCE WY 82729,945529,,22,Outside of SAI,44.32652083227750,-104.58451432414600,Worland,
115 QUEENS RD SUNDANCE WY 82729,50634,,78,Outside of SAI,44.53265251622920,-104.28141425013900,Forsyth,
1003 CHERRY CREEK RD FORSYTH MT 59327,61123,,34,Outside of SAI,46.00094095892060,-106.3107260553770,Forsyth,
2415 MAIN ST MILES CITY MT 59301,946255,,,Outside of SAI,46.40869051617350,-105.8295304607590,,
478 MAIN ST THAYNE WY 83127,945817,,,Outside of SAI,42.971853488985700,-110.95534255267000,,
160 HWY 130 LARAMIE WY 82070,903645,,,Outside of SAI,41.29594218258650,-105.89215985237800,,
612 MOUNT RUSHMORE RD RAPID CITY SD 57701,946743,,,Outside of SAI,44.07979530840400,-103.23073184315500,,
1 FOREST SERVICE RD 432 LOT 1 TEN SLEEP WY 82442,945681,,,Outside of SAI,44.19134957562880,-107.21194458862300,,
1 FOREST SERVICE RD 432 TEN SLEEP WY 82442,945685,,,Outside of SAI,44.19109140101890,-107.2112072810090,,
1831 US HWY 20 MANDERSON WY 82432,903169,,,Outside of SAI,44.267920063028400,-107.98190018819800,,
222 N 32ND ST BILLINGS MT 59101,61544,,,Outside of SAI,45.781097231352600,-108.51253824376000,,
3011 2ND AVE N BILLINGS MT 59101,64092,,,Outside of SAI,45.78165472457480,-108.50993871966400,,
782 SOLDIER CREEK RD UNIT C SHERIDAN WY 82801,945768,,,Outside of SAI,44.78823493958350,-107.16610326533200,,
631 BECKTON RD DAYTON WY 82801,926361,,,Outside of SAI,44.800060539091,-107.2035145625230,,
25 EATON RANCH RD WOLF WY 82844,60947,,,Outside of SAI,44.800373131784700,-107.21299559697000,,
35 EATON RANCH RD WOLF WY 82844,60949,,,Outside of SAI,44.79450694382300,-107.21043947129000,,
270 EATON RANCH RD WOLF WY 82844,60948,,,Outside of SAI,44.771061465484600,-107.23791127151600,,
28 FOREST SERVICE 244 RD SHELL WY 82441,917732,,,Outside of SAI,44.61155385537130,-107.51452284116200,,
251 FOREST SERVICE RD 17 SHELL WY 82441,942779,,,Outside of SAI,44.54748585785320,-107.50271176351300,,
2300 SUNSET DR ROCK SPRINGS WY 82942,915124,,,Outside of SAI,41.569697383491100,-109.27400483919800,,
215 D ST ROCK SPRINGS WY 82901,63668,,,Outside of SAI,41.58602868300410,-109.21901493797500,,
1209 1-80 SERVICE RD ROCK SPRINGS WY 82901,923153,,,Outside of SAI,41.675358978124700,-108.92107557917500,,
522 W BUFFALO RAWLINS WY 82301,63422,,,Outside of SAI,41.788193634624900,-107.24139691735600,,
303 W SPRUCE ST RAWLINS WY 82301,934074,,,Outside of SAI,41.79123027877350,-107.23934259785000,,
221 THIRD ST RAWLINS WY 82301,924442,,,Outside of SAI,41.78899844929340,-107.23762358245200,,
1724 E CEDAR RAWLINS WY 82301,936030,,,Outside of SAI,41.78999396687740,-107.22086390791500,,
1208 W SPRUCE RAWLINS WY 82301,63679,,,Outside of SAI,41.78826941366230,-107.2500011121190,,
1100 WAGON CIRCLE DR RAWLINS WY 82301,932079,,,Outside of SAI,41.81265033054160,-107.31757723873800,,
3850 TOWER RD RAPID CITY  SD 57701,945339,,,Outside of SAI,44.04765196384240,-103.24419444276500,,
184 INTERSTATE 80 WAMSUTTER WY 82301,930873,,,Outside of SAI,41.74504188398770,-107.82593249355000,,
4550 U S HIGHWAY 26-85 TORRINGTON WY 82240,923155,,,Outside of SAI,42.077780699813000,-104.21774094177500,,
2211 ELK RIVER RD STEAMBOAT SPRINGS CO 80487,935012,,,Outside of SAI,40.504543114525500,-106.85730784047900,,
409 S 32ND ST SPEARFISH SD 57783,944133,,,Outside of SAI,44.47418874114650,-103.8071147871670,,
5401 S SOLBERG AVE SIOUX FALLS SD 57108,914531,,,Outside of SAI,43.496623333384400,-96.78576540096150,,
303 E ILLINOIS SIDNEY NE 69162,63206,,,Outside of SAI,41.14477205763310,-102.96814220615300,,
1433 ILLINOIS SIDNEY NE 69162,63205,,,Outside of SAI,41.1443934932534,-102.9822488273160,,
782 SOLDIER CREEK RD UNIT B SHERIDAN WY 82801,939568,,,Outside of SAI,44.787959971433500,-107.16602679102400,,
782 SOLDIER CREEK RD SHERIDAN WY 82801,60341,,,Outside of SAI,44.78778031134430,-107.16591212063300,,
600 HWY 14 E SHERIDAN WY 82801,916964,,41,Outside of SAI,44.715268775969900,-106.86878021881200,Sheridan,
32 WILD HOLLOW RD SHERIDAN WY 82801,60992,,41,Outside of SAI,44.84728966928470,-106.96797142126100,Sheridan,
56 HALFWAY LN RANCHESTER WY 82839,929392,,,Outside of SAI,44.89019772457110,-107.21152202220900,,
427 MOBILE CIR RANCHESTER WY 82839,60301,,,Outside of SAI,44.906057208611600,-107.16592893238600,,
38 MONARCH ROAD RANCHESTER WY 82839,932130,,,Outside of SAI,44.901469403747500,-107.03728326550800,,
320 EARLY CREEK RD RANCHESTER WY 82839,930286,,,Outside of SAI,44.945178439175000,-107.15586468893000,,
31 RIVER ROAD RANCHESTER WY 82839,905597,,,Outside of SAI,44.90188718739310,-107.15956160428700,,
308 EARLY CREEK RD RANCHESTER WY 82839,908061,,,Outside of SAI,44.94159027149780,-107.1521602164980,,
34 US HIGHWAY 30 HANNA WY 82327,931756,,,Outside of SAI,41.738254287231600,-106.84297146782400,,
1336 HWY 345 RANCHESTER WY 82839,914117,,,Outside of SAI,44.91024647953480,-107.13749505634200,,
1181 HWY 345 RANCHESTER WY 82839,918209,,,Outside of SAI,44.91577056172010,-107.17485145522000,,
114 KLEENBURN RD RANCHESTER WY 82839,936532,,,Outside of SAI,44.90108919442730,-107.01247711378100,,
1066 BIG HORN DR RANCHESTER WY 82839,928991,,,Outside of SAI,44.90484704123450,-107.17342344195100,,
#7 REPAC LANE RANCHESTER WY 82839,915875,,,Outside of SAI,44.92179027975830,-107.199572151768,,
100 NEWPORT AVE QUINCY MA 02171,921016,,,Outside of SAI,42.2723100113863,-71.02579105695630,,
151 E 1ST ST POWELL WY 82435,931301,,,Outside of SAI,44.752624664168600,-108.7579065127840,,
240 E PINE ST PINEDALE WY 82941,945031,,,Outside of SAI,42.86626358929370,-109.85747601788000,,
144 EHMAN LN PINEDALE WY 82941,922500,,,Outside of SAI,42.887985454582700,-109.89133193057500,,
1010 WILSON ST PINEDALE WY 82941,934390,,,Outside of SAI,42.86520927054380,-109.87535476919500,,
10283 STATE HWY 233 KEMMERER WY,905755,,,Outside of SAI,41.914265918366800,-110.6280226847250,,
625 E BROADWAY JACKSON WY 83002,904647,,,Outside of SAI,43.480460526882800,-110.74956902774700,,
420 N CACHE ST JACKSON WY 83002,913970,,,Outside of SAI,43.485315458251200,-110.76191830052600,,
405 POWDERHORN LANE JACKSON WY 83002,931582,,,Outside of SAI,43.471040848704400,-110.78692419449300,,
460 PARK AVE IDAHO FALLS ID 83402,915626,,,Outside of SAI,43.4930934271009,-112.04021275387000,,
710 INDUSTRIAL AVE GREYBULL WY 82426,931115,,,Outside of SAI,44.489356606904300,-108.06726564075300,,
325 1ST AVE N GREYBULL WY 82426,926694,,,Outside of SAI,44.48973562772980,-108.05195372097200,,
18815 85TH PLACE MAPLE GROVE MN 55311,920083,,,Outside of SAI,45.11036503297250,-93.51854138292460,,
451 SHOSHONE AVE LOVELL WY 82431,912673,,,Outside of SAI,44.83668765653640,-108.39286764329000,,
284 E MAIN ST LOVELL WY 82431,926052,,,Outside of SAI,44.83721339508970,-108.3874488923220,,
21018 CALAMITY GULCH LANE HWY 14 A LEAD SD 57754,60791,,,Outside of SAI,44.36386673491450,-103.92745796726600,,
4408 FETTERMAN GARRETT WY 82058,902959,,,Outside of SAI,42.37682831531640,-105.70177083348300,,
1850 PEARL ST DENVER CO 80203,926987,,,Outside of SAI,39.7458213567955,-104.97957096130500,,
2201 17TH ST CODY WY 82414,910616,,,Outside of SAI,44.51501201866730,-109.05409958500500,,
153 HIDDEN VALLEY RD CODY WY 82414,905952,,,Outside of SAI,44.53464811621910,-108.948791095052,,
350 E CERMAK RD CHICAGO IL 60616,940257,,,Outside of SAI,41.85335823447740,-87.61854953323260,,
904 PARADISE RD BOULDER WY 82923,927211,,,Outside of SAI,42.674788982221900,-109.82350436694500,,
1101 ANTELOPE DR BAROIL WY 82322,60542,,,Outside of SAI,42.23839073428140,-107.56135994591900,,
314 S WASHINGTON ST AFTON WY 83110,940254,,,Outside of SAI,42.72716666864230,-110.93383922581900,,
101 TEINI RD ROBERTS MT 59070,937447,,,Outside of SAI,45.304564714344200,-109.21496779602500,,
328 LUOMA RANCH RD RED LODGE MT 59068,914131,,,Outside of SAI,45.25546893637420,-109.49088685288900,,
3 WEST FORK DRAW RED LODGE MT 59068,903424,,,Outside of SAI,45.15346994740310,-109.31980873306600,,
19 GREENOUGH LN RED LODGE MT 59068,937196,,,Outside of SAI,45.12142642020510,-109.29304135622800,,
151 FOX RD RED LODGE MT 59068,922324,,,Outside of SAI,45.19489363178360,-109.29069666434900,,
500 W BROADWAY ST MISSOULA MT 59802,945227,,,Outside of SAI,46.87526742908540,-113.99969026363700,,
1221 NORTH RUSSELL STREET MISSOULA MT 89808,925186,,,Outside of SAI,46.88333590048680,-114.0195266805720,,
28287 BLIXIT CREEK RD BONNER MT 59823,945100,,,Outside of SAI,46.876597792489400,-113.60007408202200,,
2 N RAIL RD BANNER WY 82832,913732,,41,Outside of SAI,44.64670520148650,-106.82472685553300,Sheridan,
199 MURPHY GULCH RD BANNER WY 82832,934535,,,Outside of SAI,44.63825224318280,-106.81157713523500,,
13 BUFFALO RUN DR BANNER WY 82832,928915,,41,Outside of SAI,44.65383117844920,-106.82044421214200,Sheridan,
8070 HWY 14 DAYTON WY 82836,906732,,,Outside of SAI,44.84437664229030,-107.28563044567200,,
7979 US HWY 14 DAYTON WY 82836,921923,,,Outside of SAI,44.832493653981700,-107.29435267865200,,
6002 HWY 14 DAYTON WY 82836,916631,,,Outside of SAI,44.78077841351250,-107.47803274039700,,
431 BARKER RD RANCHESTER WY 82839,911402,,,Outside of SAI,44.99747798786640,-107.28057873305000,,
402 SMITH CREEK RD DAYTON WY 82836,931468,,,Outside of SAI,44.89623529977210,-107.35170079782200,,
1 SIBLEY LAKE FOREST SERVICE RD LOT 11 DAYTON WY 82836,942405,,,Outside of SAI,44.75914313058770,-107.44020506483100,,
9 CRYSTAL RD Dayton WY 82836,877964,,,Outside of SAI,44.82874920845580,-107.31622789023400,,
33 BOULDER REARING STATION RD BOULDER WY 82923,903053,,,Outside of SAI,42.717778051054200,-109.7031786009740,,
50 OIL FIELD RD SUMATRA MT,940674,,,Outside of SAI,46.6794607892972,-107.65076087624300,,
239 I-90 FRONTAGE RD DRUMMOND MT,940252,,,Outside of SAI,46.68864008350420,-113.19659519488300,,
1112 HWY 14 E BANNER WY 82832,928673,,41,Outside of SAI,44.650448029047200,-106.82473991612900,Sheridan,
92 W VEDAUWOO BUFORD WY 82052,64810,,,Outside of SAI,41.15921898670180,-105.41994707290500,,
4622 HWY 14 DAYTON WY 82836,61386,,,Outside of SAI,44.75386314351830,-107.50462578428900,,
1717 E INTERSTATE AVE BISMARCK ND 58503,64309,,,Outside of SAI,46.83307301842870,-100.76645720114300,,
221 E PINE ST PINEDALE WY 82941,907395,,,Outside of SAI,42.86695426640140,-109.85758477403800,,
86100 HWY 87 LEWISTOWN MT 59457,64854,,,Outside of SAI,47.069481940473400,-109.20710953379800,,
224 W MAIN ST LEWISTOWN MT 59457,902933,,,Outside of SAI,47.06573826666050,-109.42592276334800,,
1400 HEART MOUNTAIN ST CODY WY 82414,64790,,,Outside of SAI,44.52173059898090,-109.0607058097510,,
1801 US HWY 310 LOVELL WY 82431,64633,,,Outside of SAI,44.83767468354020,-108.4188503712750,,
4583 HWY 14 W DAYTON WY 82836,64259,,,Outside of SAI,44.74617433759690,-107.50600325277700,,
267 FOREST SERVICE RD 13 SHELL WY 82441,64784,,,Outside of SAI,44.69517521048230,-107.8098473152900,,
1176 BIG GOOSE RD SHERIDAN WY 82801,63744,,,Outside of SAI,44.72313898655440,-107.13851011382300,,
6 SOLDIER CREEK RD SHERIDAN WY 82801,34089,,41,Outside of SAI,44.81613814595620,-107.02159080869500,Sheridan,
650 E US HWY 14 SHERIDAN WY 82801,34051,,41,Outside of SAI,44.71090644716730,-106.8609752668180,Sheridan,
501 E US HWY 14 SHERIDAN WY 82801,34050,,41,Outside of SAI,44.73161543598460,-106.87278371591900,Sheridan,
150 PENO RD SHERIDAN WY 82801,34087,,41,Outside of SAI,44.78170156441670,-106.89788396379500,Sheridan,
682 HWY 14 E SHERIDAN WY 82801,909017,,41,Outside of SAI,44.707534832960300,-106.85658348393800,Sheridan,
558 US HWY 14 E SHERIDAN WY 82801,933512,,41,Outside of SAI,44.721987689020500,-106.8704223218100,Sheridan,
902 11TH LANDER WY 82520,932753,,,Outside of SAI,42.83570727953260,-108.74629082384300,,
745 BUENA VISTA DR LANDER WY 82520,935950,,,Outside of SAI,42.824795094713100,-108.73113130506500,,
72 SQUAW CREEK CT LANDER WY 82520,912007,,,Outside of SAI,42.807883398412600,-108.81736998305100,,
565 SHOSHONE AV LANDER WY 82520,918553,,,Outside of SAI,42.826874671283100,-108.73941980030300,,
53 N FORK ROAD LANDER WY 82520,933187,,,Outside of SAI,42.87449876033260,-108.7948836889030,,
260 BUENA VISTA DR LANDER WY 82520,914015,,,Outside of SAI,42.82822826681980,-108.72501889132600,,
201 N 4 LANDER WY 82520,903644,,,Outside of SAI,42.83488085274140,-108.7331716877920,,
147 CLAIR SPUR LANDER WY 82520,914200,,60,Outside of SAI,43.025321884896900,-108.94740212666800,Sheridan,
1320 BISHOP RANDALL DR LANDER WY 82520,916221,,,Outside of SAI,42.8203872042494,-108.72694454890200,,
111 RED CANYON RD LANDER WY 82520,926743,,,Outside of SAI,42.703989613172900,-108.65594558777800,,
10201 HWY 287 LANDER WY 82520,905101,,60,Outside of SAI,42.95092264174940,-108.81164341820200,Sheridan,
523 NORTH FORK RD FORT WASHAKIE WY 82514,925697,,60,Outside of SAI,43.031138185123900,-108.96338041065700,Sheridan,
505 HURSH ST RIVERTON WY 82501,915451,,60,Outside of SAI,43.02027900030260,-108.39511425748400,Sheridan,
3850 AIRPORT RD RIVERTON WY 82501,914449,,60,Outside of SAI,43.04300865060990,-108.44041275830700,Sheridan,
230 W MAIN ST RIVERTON WY 82501,918541,,60,Outside of SAI,43.02491476347190,-108.39350364229700,Sheridan,
2203 W MAIN & DAVIS LN RIVERTON WY 82501,922619,,60,Outside of SAI,43.02507886993350,-108.4180143014600,Sheridan,
220 E MAIN RIVERTON WY 82501,928078,,60,Outside of SAI,43.02486158798180,-108.38817847857800,Sheridan,
2100 W SUNSET DR RIVERTON WY 82501,912464,,60,Outside of SAI,43.03469039044170,-108.41872222957700,Sheridan,
205 S BROADWAY RIVERTON WY 82501,915494,,60,Outside of SAI,43.023295793086200,-108.38603591106000,Sheridan,
1602 W MAIN RIVERTON WY 82501,904083,,60,Outside of SAI,43.025800318402400,-108.41189214019000,Sheridan,
267 TROUT CREEK RD FORT WASHAKIE WY 82514,931334,,60,Outside of SAI,42.98034786735010,-108.92589181773700,Sheridan,
ETHETE WY ,48300,,60,Outside of SAI,43.09228937043900,-108.25697060750400,Sheridan,
FT WASHAKIE WY ,48296,,60,Outside of SAI,43.167411437948,-108.21040492767200,Sheridan,
4830 COUNTY ROAD 217 BURNS WY 82053,944707,,9,Outside of SAI,41.25082988875520,-104.36271966443100,Worland,
1500 COUNTY ROAD 161 PINE BLUFFS WY 82082,5939,,19,Outside of SAI,41.21433486537180,-104.1363382438400,Worland,
1330 SKULL CREEK RD OSAGE WY 82723,940734,,17,Outside of SAI,44.107892698714600,-104.3137717537750,Worland,
62 PLEVNA RD EKALAKA MT 59324,940901,,,Outside of SAI,45.90508626139970,-104.55748053305200,,
24963 HIGHWAY 85 FOUR CORNERS WY 82715,946892,,17,Outside of SAI,44.108551685820200,-104.13377138492300,Worland,
491 PARMLEE CANYON RD FOUR CORNERS WY 82715,64357,,17,Outside of SAI,43.98224166582010,-104.07380361683900,Worland,
1262 A BEAVER CREEK RD NEWCASTLE WY 82701,946319,,17,Outside of SAI,43.97619661093330,-104.07629397406700,Worland,
399 CAVE SPRINGS RD NEWCASTLE WY 82701,946519,,17,Outside of SAI,43.88741931158840,-104.25597308511000,Worland,
363 MALLO RD FOUR CORNERS WY 82715,946007,,17,Outside of SAI,44.0822758601485,-104.09119992014000,Worland,
537 WILDWOOD RD NEWCASTLE WY 82701,945774,,17,Outside of SAI,43.70046359464810,-104.11915682430900,Worland,
1502 WILDWOOD RD NEWCASTLE WY 82701,945639,,17,Outside of SAI,43.70004074832120,-104.11092840233700,Worland,
115 BERDAHL RD FOUR CORNERS WY 82715,945553,,17,Outside of SAI,44.12498179192210,-104.1319017756510,Worland,
12 BERDAHL RD FOUR CORNERS WY 82715,945552,,17,Outside of SAI,44.12224472352600,-104.12757685645200,Worland,
303 WILDWOOD RD NEWCASTLE WY 82701,945536,,17,Outside of SAI,43.70093900017100,-104.12195036807900,Worland,
769 WILDWOOD RD NEWCASTLE WY 82701,945301,,17,Outside of SAI,43.698720441695600,-104.11333845195800,Worland,
127 BRIDLE BIT RD NEWCASTLE WY 82701,945168,,17,Outside of SAI,43.891445546044400,-104.2075359067370,Worland,
1070 OLD HIGHWAY 85 RD NEWCASTLE WY 82701,944996,,17,Outside of SAI,43.69885584484490,-104.1124559170860,Worland,
671 OLD HIGHWAY 85 NEWCASTLE WY 82701,944673,,17,Outside of SAI,43.75597452359180,-104.16178800641000,Worland,
22503 US HIGHWAY 85 NEWCASTLE WY 82701,944672,,17,Outside of SAI,43.79947897412150,-104.20190117677100,Worland,
442 TWILIGHT DR FOUR CORNERS WY 82715,944617,,17,Outside of SAI,44.10611896215310,-104.12478235435800,Worland,
164 KENWOOD DR NEWCASTLE WY 82701,64157,,17,Outside of SAI,43.83536768774400,-104.22994693132700,Worland,
188 KENWOOD DR NEWCASTLE WY 82701,28697,,17,Outside of SAI,43.83454046043270,-104.22701182931500,Worland,
138 BRIDLE BIT RD NEWCASTLE WY 82701,29170,,17,Outside of SAI,43.88977492379170,-104.21250994030000,Worland,
957 INYAN KARA CREEK RD MOORCROFT WY 82721,62295,,16,Outside of SAI,44.41257924913120,-104.69915508917800,Worland,
1493 OLD SUNDANCE RD MOORCROFT WY 82721,946560,,16,Outside of SAI,44.31736664205240,-104.62842936010600,Worland,
69 THORN DIVIDE RD MOORCROFT WY 82721,945868,,16,Outside of SAI,44.47580040573520,-104.78899892978000,Worland,
149 WARBONNET RD MOORCROFT WY 82721,946971,,16,Outside of SAI,44.23379024376230,-104.94164994491700,Worland,
12 LONESOME DOVE LN MOORCROFT WY 82721,946861,,16,Outside of SAI,44.301247322423800,-104.79678668669200,Worland,
99 STRONG LN MOORCROFT WY 82721,945462,,16,Outside of SAI,44.31128940055660,-104.76150007741900,Worland,
171 WAKEFIELD RD UPTON WY 82730,18587,,22,Outside of SAI,44.3477521071457,-104.5925910570150,Worland,
83 JUNIPER HILLS RD MOORCROFT WY 82721,946835,,16,Outside of SAI,44.324423481939600,-104.80655157690400,Worland,
1123 OLD SUNDANCE RD MOORCROFT WY 82721,946811,,16,Outside of SAI,44.32387449897380,-104.70018454891100,Worland,
15 HIDDEN CANYON RD MOORCROFT WY 82721,946789,,16,Outside of SAI,44.32184406225040,-104.80752994424200,Worland,
17 HIDDEN CANYON RD MOORCROFT WY 82721,946727,,16,Outside of SAI,44.321519277801200,-104.80676815827800,Worland,
18 LOFTY RIDGE LN MOORCROFT WY 82721,945434,,16,Outside of SAI,44.281887125955100,-104.95059155210200,Worland,
21 307 ROBERTS CT MOORCROFT WY 82721,946512,,16,Outside of SAI,44.45160096176610,-104.87268619156800,Worland,
39 LOFTY RIDGE LN MOORCROFT WY 82721,946513,,16,Outside of SAI,44.28137804638270,-104.95601128877500,Worland,
124 JUNIPER HILLS RD MOORCROFT WY 82721,946397,,16,Outside of SAI,44.31659865940480,-104.80249342791100,Worland,
2006 BUFFALO REEK RD MOORCROFT WY 82721,946362,,16,Outside of SAI,44.212501445394200,-104.87421983959500,Worland,
