SID,PID,FullAddress,Service,Company,EXID,Longitude,Latitude
945652,,"1332 WAGNER RD MOORCROFT, WY 82721",Outside of SAI,Worland,22,-104.67998881498887,44.18438066816957
945651,,"1334 WAGNER RD MOORCROFT, WY 82721",Outside of SAI,Worland,22,-104.6743100568504,44.18325247679311
945650,,"1336 WAGNER RD MOORCROFT, WY 82721",Outside of SAI,Worland,22,-104.6712237859676,44.183199179753885
945649,,"1338 WAGNER RD MOORCROFT, WY 82721",Outside of SAI,Worland,22,-104.66990285863454,44.18311922425249
945634,,"707 ARCH CREEK RD UPTON, WY 82730",Outside of SAI,Worland,22,-104.57930990933468,44.25678744809564
945633,,"670 ARCH CREEK RD UPTON, WY 82730",Outside of SAI,Worland,22,-104.57719721416609,44.25210612681219
944545,,"48 HOLLY AVE MOORCROFT, WY 82721",Outside of SAI,Worland,22,-104.70379995191017,44.26312002238048
944288,,"76 HOLLY AVE MOORCROFT, WY 82721",Outside of SAI,Worland,22,-104.69370895750619,44.25947616206288
944287,,"74 HOLLY AVE MOORCROFT, WY 82721",Outside of SAI,Worland,22,-104.69644949223175,44.259258469702935
944153,,"109 MESQUITE TRL UPTON, WY 82730",Outside of SAI,Worland,22,-104.65656388290627,44.17095653987114
19373,,"1284 UPTON FAIRVIEW RD UPTON, WY 82730",Outside of SAI,Worland,22,-104.60521304161186,43.874905536880576
19412,,"60 OLIVER RD UPTON, WY 82730",Outside of SAI,Worland,22,-104.54231646907695,44.030157600186186
19411,,"638 WAGNER RD MOORCROFT, WY 82730",Outside of SAI,Worland,22,-104.72516695023344,44.197122243728
18612,,"24 CEDAR PL MOORCROFT, WY 82721",Outside of SAI,Worland,22,-104.5454895094127,44.25974830096832
18611,,"176 KARA CIR SUNDANCE, WY 82729",Outside of SAI,Worland,22,-104.54403173331796,44.266107332179345
18610,,"196 KARA CIR SUNDANCE, WY 82729",Outside of SAI,Worland,22,-104.54848301446826,44.26953782672043
18608,,"320 KARA CIR SUNDANCE, WY 82729",Outside of SAI,Worland,22,-104.56483904265805,44.258065584595634
18607,,"365 KARA CIR SUNDANCE, WY 82729",Outside of SAI,Worland,22,-104.54963179931134,44.25708382350576
945495,,"1423 COWBOY MINE RD THERMOPOLIS, WY 82443",Outside of SAI,Worland,21,-108.15684125997215,43.790215126183554
63640,,"351 OWL CREEK QUARRY RD THERMOPOLIS, WY 82443",Outside of SAI,Worland,21,-108.24860073681172,43.62462762559103
63641,,"231 OWL CREEK QUARRY RD THERMOPOLIS, WY 82443",Outside of SAI,Worland,21,-108.23472857662235,43.625132277922035
946178,,"221 OWL CREEK QUARRY RD THERMOPOLIS, WY 82443",Outside of SAI,Worland,21,-108.23351290071786,43.62817585442894
946137,,"1173 HWY 20 S THERMOPOLIS, WY 82443",Outside of SAI,Worland,21,-108.16806335128405,43.50754063790508
10309,,"365 HIGHWAY 20 S THERMOPOLIS, WY 82443",Outside of SAI,Worland,21,-108.21169431243327,43.60029069163285
10259,,"208 CARTER RANCH RD THERMOPOLIS, WY 82433",Outside of SAI,Worland,21,-108.20510577562234,43.628954385537995
41328,,Null,Outside of SAI,,,-110.8404468732784,40.725678465824075
41327,,Null,Outside of SAI,,,-110.84044920063829,40.725752914222326
41326,,Null,Outside of SAI,,,-110.84045380059666,40.72589974854803
41325,,Null,Outside of SAI,,,-110.84045147323677,40.72582530031531
41324,,Null,Outside of SAI,,,-110.84046332908187,40.72620372726864
41323,,Null,Outside of SAI,,,-110.84046072791494,40.7261213221565
41322,,Null,Outside of SAI,,,-110.84045842793574,40.72604764490017
41321,,Null,Outside of SAI,,,-110.84045615533726,40.72597457164532
946915,,"111 LOOP RD DEVILS TOWER, WY 82714",Outside of SAI,Forsyth,78,-104.57384907422428,44.51342509202368
945809,,"167 HOMESTEAD LP HULETT, WY 82720",Outside of SAI,Worland,12,-104.77496267702816,44.71305420830284
945807,,"999 BEARLODGE RANCH RD DEVILS TOWER, WY 82714",Outside of SAI,Forsyth,78,-104.55849071676877,44.50434791168651
945529,,"18 GOLD RUSH TRL SUNDANCE, WY 82729",Outside of SAI,Worland,22,-104.58451432414628,44.32652083227747
50634,,"115 QUEENS RD SUNDANCE, WY 82729",Outside of SAI,Forsyth,78,-104.28141425013904,44.53265251622917
61123,,"1003 CHERRY CREEK RD FORSYTH, MT 59327",Outside of SAI,Forsyth,34,-106.3107260553774,46.00094095892058
946255,,"2415 MAIN ST MILES CITY, MT 59301",Outside of SAI,,,-105.8295304607589,46.40869051617345
945817,,"478 MAIN ST THAYNE, WY 83127",Outside of SAI,,,-110.95534255267033,42.971853488985744
903645,,"160 HWY 130 LARAMIE, WY 82070",Outside of SAI,,,-105.89215985237813,41.29594218258654
946743,,"612 MOUNT RUSHMORE RD RAPID CITY, SD 57701",Outside of SAI,,,-103.23073184315547,44.07979530840397
945681,,"1 FOREST SERVICE RD 432 LOT 1 TEN SLEEP, WY 82442",Outside of SAI,,,-107.21194458862313,44.19134957562877
945685,,"1 FOREST SERVICE RD 432 TEN SLEEP, WY 82442",Outside of SAI,,,-107.2112072810091,44.19109140101891
903169,,"1831 US HWY 20 MANDERSON, WY 82432",Outside of SAI,,,-107.98190018819824,44.267920063028356
61544,,"222 N 32ND ST BILLINGS, MT 59101",Outside of SAI,,,-108.51253824376043,45.781097231352604
64092,,"3011 2ND AVE N BILLINGS, MT 59101",Outside of SAI,,,-108.50993871966368,45.78165472457476
945768,,"782 SOLDIER CREEK RD UNIT C SHERIDAN, WY 82801",Outside of SAI,,,-107.16610326533194,44.78823493958346
926361,,"631 BECKTON RD DAYTON, WY 82801",Outside of SAI,,,-107.2035145625229,44.800060539091
60947,,"25 EATON RANCH RD WOLF, WY 82844",Outside of SAI,,,-107.21299559697002,44.800373131784696
60949,,"35 EATON RANCH RD WOLF, WY 82844",Outside of SAI,,,-107.21043947129009,44.79450694382303
60948,,"270 EATON RANCH RD WOLF, WY 82844",Outside of SAI,,,-107.23791127151574,44.771061465484586
917732,,"28 FOREST SERVICE 244 RD SHELL, WY 82441",Outside of SAI,,,-107.51452284116172,44.61155385537126
942779,,"251 FOREST SERVICE RD 17 SHELL, WY 82441",Outside of SAI,,,-107.50271176351272,44.54748585785315
915124,,"2300 SUNSET DR ROCK SPRINGS, WY 82942",Outside of SAI,,,-109.27400483919754,41.569697383491146
63668,,"215 D ST ROCK SPRINGS, WY 82901",Outside of SAI,,,-109.21901493797475,41.58602868300409
923153,,"1209 1-80 SERVICE RD ROCK SPRINGS, WY 82901",Outside of SAI,,,-108.92107557917453,41.675358978124734
63422,,"522 W BUFFALO RAWLINS, WY 82301",Outside of SAI,,,-107.24139691735616,41.788193634624875
934074,,"303 W SPRUCE ST RAWLINS, WY 82301",Outside of SAI,,,-107.23934259784983,41.79123027877346
924442,,"221 THIRD ST RAWLINS, WY 82301",Outside of SAI,,,-107.23762358245229,41.78899844929344
936030,,"1724 E CEDAR RAWLINS, WY 82301",Outside of SAI,,,-107.22086390791496,41.78999396687737
63679,,"1208 W SPRUCE RAWLINS, WY 82301",Outside of SAI,,,-107.2500011121185,41.78826941366226
932079,,"1100 WAGON CIRCLE DR RAWLINS, WY 82301",Outside of SAI,,,-107.31757723873814,41.81265033054161
945339,,"3850 TOWER RD RAPID CITY , SD 57701",Outside of SAI,,,-103.24419444276512,44.04765196384243
930873,,"184 INTERSTATE 80 WAMSUTTER, WY 82301",Outside of SAI,,,-107.82593249354959,41.74504188398771
923155,,"4550 U S HIGHWAY 26-85 TORRINGTON, WY 82240",Outside of SAI,,,-104.21774094177542,42.077780699813026
935012,,"2211 ELK RIVER RD STEAMBOAT SPRINGS, CO 80487",Outside of SAI,,,-106.85730784047921,40.504543114525504
944133,,"409 S 32ND ST SPEARFISH, SD 57783",Outside of SAI,,,-103.8071147871672,44.47418874114654
914531,,"5401 S SOLBERG AVE SIOUX FALLS, SD 57108",Outside of SAI,,,-96.78576540096154,43.496623333384356
63206,,"303 E ILLINOIS SIDNEY, NE 69162",Outside of SAI,,,-102.96814220615315,41.14477205763313
63205,,"1433 ILLINOIS SIDNEY, NE 69162",Outside of SAI,,,-102.9822488273162,41.1443934932534
939568,,"782 SOLDIER CREEK RD UNIT B SHERIDAN, WY 82801",Outside of SAI,,,-107.16602679102394,44.787959971433516
60341,,"782 SOLDIER CREEK RD SHERIDAN, WY 82801",Outside of SAI,,,-107.16591212063298,44.78778031134427
916964,,"600 HWY 14 E SHERIDAN, WY 82801",Outside of SAI,Sheridan,41,-106.86878021881203,44.715268775969875
60992,,"32 WILD HOLLOW RD SHERIDAN, WY 82801",Outside of SAI,Sheridan,41,-106.96797142126134,44.84728966928469
929392,,"56 HALFWAY LN RANCHESTER, WY 82839",Outside of SAI,,,-107.21152202220871,44.89019772457113
60301,,"427 MOBILE CIR RANCHESTER, WY 82839",Outside of SAI,,,-107.16592893238561,44.906057208611585
932130,,"38 MONARCH ROAD RANCHESTER, WY 82839",Outside of SAI,,,-107.03728326550834,44.901469403747534
930286,,"320 EARLY CREEK RD RANCHESTER, WY 82839",Outside of SAI,,,-107.15586468893007,44.945178439174974
905597,,"31 RIVER ROAD RANCHESTER, WY 82839",Outside of SAI,,,-107.15956160428733,44.90188718739309
908061,,"308 EARLY CREEK RD RANCHESTER, WY 82839",Outside of SAI,,,-107.1521602164983,44.94159027149777
931756,,"34 US HIGHWAY 30 HANNA, WY 82327",Outside of SAI,,,-106.84297146782367,41.738254287231584
914117,,"1336 HWY 345 RANCHESTER, WY 82839",Outside of SAI,,,-107.13749505634169,44.91024647953479
918209,,"1181 HWY 345 RANCHESTER, WY 82839",Outside of SAI,,,-107.17485145521988,44.91577056172006
936532,,"114 KLEENBURN RD RANCHESTER, WY 82839",Outside of SAI,,,-107.01247711378109,44.90108919442726
928991,,"1066 BIG HORN DR RANCHESTER, WY 82839",Outside of SAI,,,-107.17342344195106,44.90484704123446
915875,,"#7 REPAC LANE RANCHESTER, WY 82839",Outside of SAI,,,-107.199572151768,44.92179027975832
921016,,"100 NEWPORT AVE QUINCY, MA 02171",Outside of SAI,,,-71.02579105695631,42.2723100113863
931301,,"151 E 1ST ST POWELL, WY 82435",Outside of SAI,,,-108.7579065127841,44.752624664168614
945031,,"240 E PINE ST PINEDALE, WY 82941",Outside of SAI,,,-109.85747601787953,42.86626358929369
922500,,"144 EHMAN LN PINEDALE, WY 82941",Outside of SAI,,,-109.89133193057539,42.887985454582655
934390,,"1010 WILSON ST PINEDALE, WY 82941",Outside of SAI,,,-109.87535476919544,42.86520927054377
905755,,"10283 STATE HWY 233 KEMMERER, WY",Outside of SAI,,,-110.6280226847253,41.914265918366766
904647,,"625 E BROADWAY JACKSON, WY 83002",Outside of SAI,,,-110.74956902774694,43.480460526882815
913970,,"420 N CACHE ST JACKSON, WY 83002",Outside of SAI,,,-110.76191830052598,43.485315458251186
931582,,"405 POWDERHORN LANE JACKSON, WY 83002",Outside of SAI,,,-110.78692419449342,43.471040848704405
915626,,"460 PARK AVE IDAHO FALLS, ID 83402",Outside of SAI,,,-112.04021275387048,43.4930934271009
931115,,"710 INDUSTRIAL AVE GREYBULL, WY 82426",Outside of SAI,,,-108.06726564075251,44.489356606904344
926694,,"325 1ST AVE N GREYBULL, WY 82426",Outside of SAI,,,-108.05195372097202,44.48973562772983
920083,,"18815 85TH PLACE MAPLE GROVE, MN 55311",Outside of SAI,,,-93.51854138292457,45.11036503297254
912673,,"451 SHOSHONE AVE LOVELL, WY 82431",Outside of SAI,,,-108.39286764328959,44.83668765653643
926052,,"284 E MAIN ST LOVELL, WY 82431",Outside of SAI,,,-108.3874488923222,44.83721339508965
60791,,"21018 CALAMITY GULCH LANE HWY 14 A LEAD, SD 57754",Outside of SAI,,,-103.92745796726635,44.36386673491445
902959,,"4408 FETTERMAN GARRETT, WY 82058",Outside of SAI,,,-105.70177083348318,42.37682831531641
926987,,"1850 PEARL ST DENVER, CO 80203",Outside of SAI,,,-104.97957096130497,39.7458213567955
910616,,"2201 17TH ST CODY, WY 82414",Outside of SAI,,,-109.05409958500498,44.51501201866726
905952,,"153 HIDDEN VALLEY RD CODY, WY 82414",Outside of SAI,,,-108.948791095052,44.53464811621905
940257,,"350 E CERMAK RD CHICAGO, IL 60616",Outside of SAI,,,-87.61854953323258,41.85335823447743
927211,,"904 PARADISE RD BOULDER, WY 82923",Outside of SAI,,,-109.82350436694523,42.674788982221884
60542,,"1101 ANTELOPE DR BAROIL, WY 82322",Outside of SAI,,,-107.56135994591858,42.23839073428136
940254,,"314 S WASHINGTON ST AFTON, WY 83110",Outside of SAI,,,-110.93383922581876,42.72716666864232
937447,,"101 TEINI RD ROBERTS, MT 59070",Outside of SAI,,,-109.21496779602465,45.304564714344245
914131,,"328 LUOMA RANCH RD RED LODGE, MT 59068",Outside of SAI,,,-109.49088685288935,45.25546893637417
903424,,"3 WEST FORK DRAW RED LODGE, MT 59068",Outside of SAI,,,-109.31980873306553,45.15346994740311
937196,,"19 GREENOUGH LN RED LODGE, MT 59068",Outside of SAI,,,-109.29304135622768,45.12142642020506
922324,,"151 FOX RD RED LODGE, MT 59068",Outside of SAI,,,-109.29069666434883,45.19489363178362
945227,,"500 W BROADWAY ST MISSOULA, MT 59802",Outside of SAI,,,-113.99969026363696,46.87526742908536
925186,,"1221 NORTH RUSSELL STREET MISSOULA, MT 89808",Outside of SAI,,,-114.0195266805719,46.88333590048684
945100,,"28287 BLIXIT CREEK RD BONNER, MT 59823",Outside of SAI,,,-113.60007408202192,46.876597792489406
913732,,"2 N RAIL RD BANNER, WY 82832",Outside of SAI,Sheridan,41,-106.82472685553263,44.64670520148646
934535,,"199 MURPHY GULCH RD BANNER, WY 82832",Outside of SAI,,,-106.81157713523467,44.63825224318282
928915,,"13 BUFFALO RUN DR BANNER, WY 82832",Outside of SAI,Sheridan,41,-106.82044421214209,44.65383117844921
906732,,"8070 HWY 14 DAYTON, WY 82836",Outside of SAI,,,-107.28563044567198,44.84437664229026
921923,,"7979 US HWY 14 DAYTON, WY 82836",Outside of SAI,,,-107.29435267865195,44.832493653981665
916631,,"6002 HWY 14 DAYTON, WY 82836",Outside of SAI,,,-107.47803274039705,44.78077841351252
911402,,"431 BARKER RD RANCHESTER, WY 82839",Outside of SAI,,,-107.28057873305005,44.99747798786643
931468,,"402 SMITH CREEK RD DAYTON, WY 82836",Outside of SAI,,,-107.35170079782168,44.89623529977205
942405,,"1 SIBLEY LAKE FOREST SERVICE RD LOT 11 DAYTON, WY 82836",Outside of SAI,,,-107.44020506483092,44.75914313058773
877964,,"9 CRYSTAL RD Dayton, WY 82836",Outside of SAI,,,-107.31622789023369,44.82874920845582
903053,,"33 BOULDER REARING STATION RD BOULDER, WY 82923",Outside of SAI,,,-109.7031786009742,42.717778051054175
940674,,"50 OIL FIELD RD SUMATRA, MT",Outside of SAI,,,-107.65076087624276,46.6794607892972
940252,,"239 I-90 FRONTAGE RD DRUMMOND, MT",Outside of SAI,,,-113.19659519488312,46.68864008350419
928673,,"1112 HWY 14 E BANNER, WY 82832",Outside of SAI,Sheridan,41,-106.82473991612872,44.650448029047226
64810,,"92 W VEDAUWOO BUFORD, WY 82052",Outside of SAI,,,-105.41994707290546,41.15921898670183
61386,,"4622 HWY 14 DAYTON, WY 82836",Outside of SAI,,,-107.50462578428858,44.75386314351833
64309,,"1717 E INTERSTATE AVE BISMARCK, ND 58503",Outside of SAI,,,-100.76645720114308,46.83307301842871
907395,,"221 E PINE ST PINEDALE, WY 82941",Outside of SAI,,,-109.85758477403829,42.86695426640141
64854,,"86100 HWY 87 LEWISTOWN, MT 59457",Outside of SAI,,,-109.20710953379833,47.069481940473416
902933,,"224 W MAIN ST LEWISTOWN, MT 59457",Outside of SAI,,,-109.42592276334847,47.06573826666048
64790,,"1400 HEART MOUNTAIN ST CODY, WY 82414",Outside of SAI,,,-109.0607058097511,44.52173059898094
64633,,"1801 US HWY 310 LOVELL, WY 82431",Outside of SAI,,,-108.4188503712751,44.83767468354022
64259,,"4583 HWY 14 W DAYTON, WY 82836",Outside of SAI,,,-107.50600325277667,44.74617433759691
64784,,"267 FOREST SERVICE RD 13 SHELL, WY 82441",Outside of SAI,,,-107.8098473152899,44.69517521048234
63744,,"1176 BIG GOOSE RD SHERIDAN, WY 82801",Outside of SAI,,,-107.13851011382341,44.72313898655438
34089,,"6 SOLDIER CREEK RD SHERIDAN, WY 82801",Outside of SAI,Sheridan,41,-107.02159080869504,44.81613814595616
34051,,"650 E US HWY 14 SHERIDAN, WY 82801",Outside of SAI,Sheridan,41,-106.8609752668176,44.71090644716731
34050,,"501 E US HWY 14 SHERIDAN, WY 82801",Outside of SAI,Sheridan,41,-106.87278371591896,44.73161543598459
34087,,"150 PENO RD SHERIDAN, WY 82801",Outside of SAI,Sheridan,41,-106.89788396379453,44.78170156441672
909017,,"682 HWY 14 E SHERIDAN, WY 82801",Outside of SAI,Sheridan,41,-106.85658348393845,44.707534832960306
933512,,"558 US HWY 14 E SHERIDAN, WY 82801",Outside of SAI,Sheridan,41,-106.8704223218103,44.721987689020494
932753,,"902 11TH LANDER, WY 82520",Outside of SAI,,,-108.74629082384328,42.83570727953261
935950,,"745 BUENA VISTA DR LANDER, WY 82520",Outside of SAI,,,-108.73113130506474,42.824795094713096
912007,,"72 SQUAW CREEK CT LANDER, WY 82520",Outside of SAI,,,-108.81736998305077,42.807883398412606
918553,,"565 SHOSHONE AV LANDER, WY 82520",Outside of SAI,,,-108.73941980030278,42.826874671283115
933187,,"53 N FORK ROAD LANDER, WY 82520",Outside of SAI,,,-108.7948836889033,42.87449876033257
914015,,"260 BUENA VISTA DR LANDER, WY 82520",Outside of SAI,,,-108.72501889132646,42.82822826681981
903644,,"201 N 4 LANDER, WY 82520",Outside of SAI,,,-108.7331716877924,42.83488085274143
914200,,"147 CLAIR SPUR LANDER, WY 82520",Outside of SAI,Sheridan,60,-108.94740212666797,43.025321884896925
916221,,"1320 BISHOP RANDALL DR LANDER, WY 82520",Outside of SAI,,,-108.72694454890177,42.8203872042494
926743,,"111 RED CANYON RD LANDER, WY 82520",Outside of SAI,,,-108.65594558777812,42.703989613172894
905101,,"10201 HWY 287 LANDER, WY 82520",Outside of SAI,Sheridan,60,-108.81164341820204,42.95092264174938
925697,,"523 NORTH FORK RD FORT WASHAKIE, WY 82514",Outside of SAI,Sheridan,60,-108.96338041065682,43.031138185123915
915451,,"505 HURSH ST RIVERTON, WY 82501",Outside of SAI,Sheridan,60,-108.39511425748447,43.02027900030259
914449,,"3850 AIRPORT RD RIVERTON, WY 82501",Outside of SAI,Sheridan,60,-108.44041275830655,43.04300865060989
918541,,"230 W MAIN ST RIVERTON, WY 82501",Outside of SAI,Sheridan,60,-108.39350364229652,43.02491476347185
922619,,"2203 W MAIN & DAVIS LN RIVERTON, WY 82501",Outside of SAI,Sheridan,60,-108.4180143014595,43.02507886993348
928078,,"220 E MAIN RIVERTON, WY 82501",Outside of SAI,Sheridan,60,-108.38817847857754,43.02486158798179
912464,,"2100 W SUNSET DR RIVERTON, WY 82501",Outside of SAI,Sheridan,60,-108.41872222957747,43.03469039044167
915494,,"205 S BROADWAY RIVERTON, WY 82501",Outside of SAI,Sheridan,60,-108.38603591106022,43.023295793086156
904083,,"1602 W MAIN RIVERTON, WY 82501",Outside of SAI,Sheridan,60,-108.41189214019037,43.025800318402446
931334,,"267 TROUT CREEK RD FORT WASHAKIE, WY 82514",Outside of SAI,Sheridan,60,-108.92589181773671,42.98034786735012
48300,,"ETHETE, WY ",Outside of SAI,Sheridan,60,-108.25697060750389,43.09228937043902
48296,,"FT WASHAKIE, WY ",Outside of SAI,Sheridan,60,-108.21040492767195,43.167411437948
944707,,"4830 COUNTY ROAD 217 BURNS, WY 82053",Outside of SAI,Worland,9,-104.36271966443132,41.25082988875519
5939,,"1500 COUNTY ROAD 161 PINE BLUFFS, WY 82082",Outside of SAI,Worland,19,-104.1363382438396,41.21433486537178
940734,,"1330 SKULL CREEK RD OSAGE, WY 82723",Outside of SAI,Worland,17,-104.3137717537745,44.107892698714636
940901,,"62 PLEVNA RD EKALAKA, MT 59324",Outside of SAI,,,-104.55748053305247,45.90508626139969
946892,,"24963 HIGHWAY 85 FOUR CORNERS, WY 82715",Outside of SAI,Worland,17,-104.13377138492346,44.108551685820196
64357,,"491 PARMLEE CANYON RD FOUR CORNERS, WY 82715",Outside of SAI,Worland,17,-104.07380361683909,43.98224166582014
946319,,"1262 A BEAVER CREEK RD NEWCASTLE, WY 82701",Outside of SAI,Worland,17,-104.07629397406652,43.97619661093331
946519,,"399 CAVE SPRINGS RD NEWCASTLE, WY 82701",Outside of SAI,Worland,17,-104.25597308511023,43.88741931158838
946007,,"363 MALLO RD FOUR CORNERS, WY 82715",Outside of SAI,Worland,17,-104.09119992013956,44.0822758601485
945774,,"537 WILDWOOD RD NEWCASTLE, WY 82701",Outside of SAI,Worland,17,-104.11915682430899,43.70046359464811
945639,,"1502 WILDWOOD RD NEWCASTLE, WY 82701",Outside of SAI,Worland,17,-104.11092840233688,43.70004074832117
945553,,"115 BERDAHL RD FOUR CORNERS, WY 82715",Outside of SAI,Worland,17,-104.1319017756505,44.12498179192208
945552,,"12 BERDAHL RD FOUR CORNERS, WY 82715",Outside of SAI,Worland,17,-104.12757685645204,44.12224472352596
945536,,"303 WILDWOOD RD NEWCASTLE, WY 82701",Outside of SAI,Worland,17,-104.12195036807869,43.70093900017095
945301,,"769 WILDWOOD RD NEWCASTLE, WY 82701",Outside of SAI,Worland,17,-104.11333845195766,43.698720441695635
945168,,127 BRIDLE BIT RD NEWCASTLE WY 82701,Outside of SAI,Worland,17,-104.2075359067367,43.891445546044395
944996,,"1070 OLD HIGHWAY 85 RD NEWCASTLE, WY 82701",Outside of SAI,Worland,17,-104.1124559170863,43.69885584484485
944673,,"671 OLD HIGHWAY 85 NEWCASTLE, WY 82701",Outside of SAI,Worland,17,-104.16178800640967,43.75597452359177
944672,,"22503 US HIGHWAY 85 NEWCASTLE, WY 82701",Outside of SAI,Worland,17,-104.20190117677126,43.79947897412152
944617,,"442 TWILIGHT DR FOUR CORNERS, WY 82715",Outside of SAI,Worland,17,-104.12478235435768,44.10611896215314
64157,,"164 KENWOOD DR NEWCASTLE, WY 82701",Outside of SAI,Worland,17,-104.22994693132716,43.83536768774398
28697,,"188 KENWOOD DR NEWCASTLE, WY 82701",Outside of SAI,Worland,17,-104.22701182931458,43.83454046043273
29170,,"138 BRIDLE BIT RD NEWCASTLE, WY 82701",Outside of SAI,Worland,17,-104.21250994029963,43.88977492379166
62295,,"957 INYAN KARA CREEK RD MOORCROFT, WY 82721",Outside of SAI,Worland,16,-104.69915508917819,44.41257924913123
946560,,"1493 OLD SUNDANCE RD MOORCROFT, WY 82721",Outside of SAI,Worland,16,-104.62842936010597,44.31736664205235
945868,,"69 THORN DIVIDE RD MOORCROFT, WY 82721",Outside of SAI,Worland,16,-104.78899892978033,44.47580040573518
946971,,"149 WARBONNET RD MOORCROFT, WY 82721",Outside of SAI,Worland,16,-104.94164994491679,44.23379024376233
946861,,"12 LONESOME DOVE LN MOORCROFT, WY 82721",Outside of SAI,Worland,16,-104.79678668669226,44.301247322423755
945462,,"99 STRONG LN MOORCROFT, WY 82721",Outside of SAI,Worland,16,-104.76150007741852,44.31128940055661
18587,,"171 WAKEFIELD RD UPTON, WY 82730",Outside of SAI,Worland,22,-104.5925910570148,44.3477521071457
946835,,"83 JUNIPER HILLS RD MOORCROFT, WY 82721",Outside of SAI,Worland,16,-104.80655157690421,44.324423481939576
946811,,"1123 OLD SUNDANCE RD MOORCROFT, WY 82721",Outside of SAI,Worland,16,-104.70018454891056,44.32387449897378
946789,,15 HIDDEN CANYON RD MOORCROFT WY 82721,Outside of SAI,Worland,16,-104.80752994424174,44.32184406225042
946727,,"17 HIDDEN CANYON RD MOORCROFT, WY 82721",Outside of SAI,Worland,16,-104.80676815827776,44.321519277801194
945434,,"18 LOFTY RIDGE LN MOORCROFT, WY 82721",Outside of SAI,Worland,16,-104.95059155210217,44.281887125955066
